expid,cdtid,zecoid,aoTermId,chebiTermId,ccTermId,extra
ZDB-EXP-120601-1,ZECO:0000166,,none,none,,,
ZDB-EXP-120601-1,ZECO:0000102,,none,none,,,
ZDB-EXP-120601-2,ZECO:0000166,,none,none,,,
ZDB-EXP-120601-3,ZECO:0000166,,none,none,,,
ZDB-EXP-120604-2,ZECO:0000102,CHEBI:27641,none,none,,,
ZDB-EXP-120605-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120605-2,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120605-6,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120605-7,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120611-1,ZECO:0000106,,none,none,,,
ZDB-EXP-120612-4,ZECO:0000166,,none,none,,,
ZDB-EXP-120612-5,ZECO:0000166,,none,none,,,
ZDB-EXP-120613-2,ZECO:0000166,,none,none,,,
ZDB-EXP-120613-3,ZECO:0000189,,none,none,,,
ZDB-EXP-120613-4,ZECO:0000166,,none,none,,,
ZDB-EXP-120613-4,ZECO:0000189,,none,none,,,
ZDB-EXP-120613-5,ZECO:0000166,,none,none,,,
ZDB-EXP-120613-5,ZECO:0000189,,none,none,,,
ZDB-EXP-120614-4,ZECO:0000229,,none,none,,,
ZDB-EXP-120620-3,ZECO:0000102,CHEBI:90695,none,none,,,
ZDB-EXP-120620-3,ZECO:0000229,,none,none,,,
ZDB-EXP-120620-4,ZECO:0000229,,none,none,,,
ZDB-EXP-120620-5,ZECO:0000229,,none,none,,,
ZDB-EXP-120620-6,ZECO:0000229,,none,none,,,
ZDB-EXP-120622-3,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120626-3,ZECO:0000102,,none,none,,,
ZDB-EXP-120703-6,ZECO:0000114,,none,none,,,
ZDB-EXP-120703-7,ZECO:0000114,,none,none,,,
ZDB-EXP-120706-2,ZECO:0000102,,none,none,,,
ZDB-EXP-120710-5,ZECO:0000172,,none,none,,,
ZDB-EXP-120710-6,ZECO:0000172,,none,none,,,
ZDB-EXP-120710-7,ZECO:0000172,,none,none,,,
ZDB-EXP-120711-3,ZECO:0000172,,none,none,,,
ZDB-EXP-120711-4,ZECO:0000172,,none,none,,,
ZDB-EXP-120711-5,ZECO:0000172,,none,none,,,
ZDB-EXP-120712-4,ZECO:0000106,1009714,none,none,,,
ZDB-EXP-120712-5,ZECO:0000166,,none,none,,,
ZDB-EXP-120712-6,ZECO:0000166,,none,none,,,
ZDB-EXP-120712-7,ZECO:0000166,,none,none,,,
ZDB-EXP-120712-8,ZECO:0000166,,none,none,,,
ZDB-EXP-120717-2,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-120718-10,ZECO:0000102,CHEBI:91215,none,none,,,
ZDB-EXP-120718-10,ZECO:0000102,CHEBI:50154,none,none,,,
ZDB-EXP-120718-5,ZECO:0000102,CHEBI:131182,none,none,,,
ZDB-EXP-120718-6,ZECO:0000102,CHEBI:90701,none,none,,,
ZDB-EXP-120718-7,ZECO:0000102,CHEBI:50154,none,none,,,
ZDB-EXP-120718-8,ZECO:0000102,CHEBI:91215,none,none,,,
ZDB-EXP-120718-9,ZECO:0000102,CHEBI:91237,none,none,,,
ZDB-EXP-120719-1,ZECO:0000102,CHEBI:91182,none,none,,,
ZDB-EXP-120720-4,ZECO:0000106,55601,none,none,,,
ZDB-EXP-120720-5,ZECO:0000106,28901,none,none,,,
ZDB-EXP-120725-1,ZECO:0000229,,none,none,,,
ZDB-EXP-120726-15,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-120726-4,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-120726-6,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-120726-8,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-120727-1,ZECO:0000229,,none,none,,,
ZDB-EXP-120727-5,ZECO:0000173,55601,none,none,,,
ZDB-EXP-120802-2,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120802-3,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120802-4,ZECO:0000102,,none,none,,,
ZDB-EXP-120802-5,ZECO:0000102,,none,none,,,
ZDB-EXP-120807-1,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120807-2,ZECO:0000229,ZFA:0000435,none,none,,,
ZDB-EXP-120807-3,ZECO:0000166,,none,none,,,
ZDB-EXP-120809-2,ZECO:0000102,CHEBI:91083,none,none,,,
ZDB-EXP-120809-3,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120810-1,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-120810-2,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120814-2,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-120814-3,ZECO:0000230,287,none,none,,,
ZDB-EXP-120814-4,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-120814-6,ZECO:0000114,,none,none,,,
ZDB-EXP-120814-7,ZECO:0000230,287,none,none,,,
ZDB-EXP-120815-4,ZECO:0000106,657445,none,none,,,
ZDB-EXP-120816-5,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120817-1,ZECO:0000229,,none,none,,,
ZDB-EXP-120817-2,ZECO:0000229,,none,none,,,
ZDB-EXP-120817-3,ZECO:0000229,,none,none,,,
ZDB-EXP-120817-4,ZECO:0000229,,none,none,,,
ZDB-EXP-120820-2,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-120822-1,ZECO:0000102,,none,none,,,
ZDB-EXP-120822-10,ZECO:0000102,,none,none,,,
ZDB-EXP-120822-12,ZECO:0000229,,none,none,,,
ZDB-EXP-120822-13,ZECO:0000229,,none,none,,,
ZDB-EXP-120822-2,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-120822-3,ZECO:0000102,,none,none,,,
ZDB-EXP-120822-3,ZECO:0000229,ZFA:0001058,none,none,,,
ZDB-EXP-120822-4,ZECO:0000102,,none,none,,,
ZDB-EXP-120822-6,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120822-7,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120822-8,ZECO:0000102,,none,none,,,
ZDB-EXP-120822-8,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120823-1,ZECO:0000166,,none,none,,,
ZDB-EXP-120824-5,ZECO:0000229,,none,none,,,
ZDB-EXP-120827-2,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120827-3,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-120829-6,ZECO:0000166,,none,none,,,
ZDB-EXP-120905-1,ZECO:0000102,,none,none,,,
ZDB-EXP-120905-2,ZECO:0000172,ZFA:0000123,none,none,,,
ZDB-EXP-120905-3,ZECO:0000102,,none,none,,,
ZDB-EXP-120905-5,ZECO:0000102,CHEBI:44185,none,none,,,
ZDB-EXP-120907-4,ZECO:0000114,,none,none,,,
ZDB-EXP-120910-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-120910-7,ZECO:0000106,46170,none,none,,,
ZDB-EXP-120910-8,ZECO:0000106,46170,none,none,,,
ZDB-EXP-120911-1,ZECO:0000146,,none,none,,,
ZDB-EXP-120911-10,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120911-10,ZECO:0000102,,none,none,,,
ZDB-EXP-120911-11,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120911-2,ZECO:0000108,,none,none,,,
ZDB-EXP-120911-3,ZECO:0000106,,none,none,,,
ZDB-EXP-120911-3,ZECO:0000108,,none,none,,,
ZDB-EXP-120911-8,ZECO:0000102,,none,none,,,
ZDB-EXP-120911-9,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120912-2,ZECO:0000108,,none,none,,,
ZDB-EXP-120912-3,ZECO:0000106,,none,none,,,
ZDB-EXP-120912-3,ZECO:0000108,,none,none,,,
ZDB-EXP-120912-5,ZECO:0000114,,none,none,,,
ZDB-EXP-120914-1,ZECO:0000102,,none,none,,,
ZDB-EXP-120914-2,ZECO:0000102,,none,none,,,
ZDB-EXP-120921-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120921-2,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-120921-3,ZECO:0000102,CHEBI:28262,none,none,,,
ZDB-EXP-120921-4,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-120925-3,ZECO:0000102,,none,none,,,
ZDB-EXP-120925-5,ZECO:0000189,,none,none,,,
ZDB-EXP-120927-1,ZECO:0000165,,none,none,,,
ZDB-EXP-120927-2,ZECO:0000162,,none,none,,,
ZDB-EXP-120927-3,ZECO:0000166,,none,none,,,
ZDB-EXP-120928-1,ZECO:0000229,,none,none,,,
ZDB-EXP-120928-3,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-120928-4,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-121005-2,ZECO:0000102,CHEBI:16469,none,none,,,
ZDB-EXP-121010-2,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-121030-3,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-121031-1,ZECO:0000166,,none,none,,,
ZDB-EXP-121102-1,ZECO:0000208,,none,none,,,
ZDB-EXP-121102-2,ZECO:0000229,,none,none,,,
ZDB-EXP-121106-1,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-121106-2,ZECO:0000102,,none,none,,,
ZDB-EXP-121106-2,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-121106-3,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-121106-3,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-121106-4,ZECO:0000102,,none,none,,,
ZDB-EXP-121106-4,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-121106-4,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-121106-6,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-121107-1,ZECO:0000166,,none,none,,,
ZDB-EXP-121107-2,ZECO:0000166,,none,none,,,
ZDB-EXP-121107-2,ZECO:0000229,,none,none,,,
ZDB-EXP-121108-1,ZECO:0000102,CHEBI:33229,none,none,,,
ZDB-EXP-121109-1,ZECO:0000229,,none,none,,,
ZDB-EXP-121109-2,ZECO:0000229,,none,none,,,
ZDB-EXP-121109-3,ZECO:0000229,,none,none,,,
ZDB-EXP-121109-4,ZECO:0000229,,none,none,,,
ZDB-EXP-121109-5,ZECO:0000229,,none,none,,,
ZDB-EXP-121112-1,ZECO:0000229,,none,none,,,
ZDB-EXP-121112-2,ZECO:0000166,,none,none,,,
ZDB-EXP-121112-2,ZECO:0000229,,none,none,,,
ZDB-EXP-121112-3,ZECO:0000166,,none,none,,,
ZDB-EXP-121112-4,ZECO:0000208,,none,none,,,
ZDB-EXP-121112-6,ZECO:0000208,,none,none,,,
ZDB-EXP-121112-7,ZECO:0000208,,none,none,,,
ZDB-EXP-121113-1,ZECO:0000165,,none,none,,,
ZDB-EXP-121114-5,ZECO:0000208,,none,none,,,
ZDB-EXP-121114-6,ZECO:0000208,,none,none,,,
ZDB-EXP-121114-9,ZECO:0000166,,none,none,,,
ZDB-EXP-121115-7,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-121115-8,ZECO:0000106,1311,none,none,,,
ZDB-EXP-121115-9,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-121116-11,ZECO:0000102,,none,none,,,
ZDB-EXP-121116-13,ZECO:0000106,170187,none,none,,,
ZDB-EXP-121116-17,ZECO:0000106,170187,none,none,,,
ZDB-EXP-121116-18,ZECO:0000106,170187,none,none,,,
ZDB-EXP-121119-1,ZECO:0000102,,none,none,,,
ZDB-EXP-121120-10,ZECO:0000108,,none,none,,,
ZDB-EXP-121120-12,ZECO:0000108,,none,none,,,
ZDB-EXP-121120-14,ZECO:0000108,,none,none,,,
ZDB-EXP-121120-3,ZECO:0000232,5476,none,none,,,
ZDB-EXP-121120-7,ZECO:0000232,5476,none,none,,,
ZDB-EXP-121121-3,ZECO:0000149,,none,none,,,
ZDB-EXP-121121-4,ZECO:0000150,,none,none,,,
ZDB-EXP-121128-12,ZECO:0000102,,none,none,,,
ZDB-EXP-121128-13,ZECO:0000102,,none,none,,,
ZDB-EXP-121129-1,ZECO:0000102,CHEBI:22984,none,none,,,
ZDB-EXP-121130-1,ZECO:0000102,,none,none,,,
ZDB-EXP-121130-2,ZECO:0000102,CHEBI:28119,none,none,,,
ZDB-EXP-121203-10,ZECO:0000146,,none,none,,,
ZDB-EXP-121203-11,ZECO:0000146,,none,none,,,
ZDB-EXP-121203-8,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-121203-8,ZECO:0000146,,none,none,,,
ZDB-EXP-121203-9,ZECO:0000146,,none,none,,,
ZDB-EXP-121204-1,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-121212-7,ZECO:0000150,,none,none,,,
ZDB-EXP-121212-8,ZECO:0000150,,none,none,,,
ZDB-EXP-121212-8,ZECO:0000102,,none,none,,,
ZDB-EXP-121213-1,ZECO:0000166,,none,none,,,
ZDB-EXP-121213-3,ZECO:0000102,,none,none,,,
ZDB-EXP-121213-6,ZECO:0000150,,none,none,,,
ZDB-EXP-121213-6,ZECO:0000102,CHEBI:64211,none,none,,,
ZDB-EXP-121213-7,ZECO:0000150,,none,none,,,
ZDB-EXP-121213-7,ZECO:0000102,CHEBI:64108,none,none,,,
ZDB-EXP-121213-8,ZECO:0000150,,none,none,,,
ZDB-EXP-121213-8,ZECO:0000102,CHEBI:85085,none,none,,,
ZDB-EXP-121217-1,ZECO:0000102,CHEBI:44616,none,none,,,
ZDB-EXP-121217-2,ZECO:0000102,CHEBI:44616,none,none,,,
ZDB-EXP-121217-3,ZECO:0000102,CHEBI:7508,none,none,,,
ZDB-EXP-121219-5,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-121219-9,ZECO:0000114,,none,none,,,
ZDB-EXP-121220-13,ZECO:0000102,,none,none,,,
ZDB-EXP-121220-24,ZECO:0000102,,none,none,,,
ZDB-EXP-121220-25,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-121221-3,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-121221-4,ZECO:0000102,,none,none,,,
ZDB-EXP-121221-5,ZECO:0000102,,none,none,,,
ZDB-EXP-121227-1,ZECO:0000102,,none,none,,,
ZDB-EXP-121227-2,ZECO:0000102,,none,none,,,
ZDB-EXP-121227-3,ZECO:0000102,,none,none,,,
ZDB-EXP-121227-6,ZECO:0000102,,none,none,,,
ZDB-EXP-121227-7,ZECO:0000102,,none,none,,,
ZDB-EXP-130103-2,ZECO:0000102,CHEBI:15846,none,none,,,
ZDB-EXP-130103-3,ZECO:0000102,CHEBI:15846,none,none,,,
ZDB-EXP-130110-3,ZECO:0000216,,none,none,,,
ZDB-EXP-130110-4,ZECO:0000102,,none,none,,,
ZDB-EXP-130110-8,ZECO:0000166,,none,none,,,
ZDB-EXP-130110-9,ZECO:0000166,,none,none,,,
ZDB-EXP-130111-1,ZECO:0000189,,none,none,,,
ZDB-EXP-130115-3,ZECO:0000114,,none,none,,,
ZDB-EXP-130116-10,ZECO:0000102,,none,none,,,
ZDB-EXP-130116-3,ZECO:0000166,,none,none,,,
ZDB-EXP-130116-7,ZECO:0000206,,none,none,,,
ZDB-EXP-130117-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130117-10,ZECO:0000102,CHEBI:6456,none,none,,,
ZDB-EXP-130117-11,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-130117-2,ZECO:0000176,ZFA:0000435,none,none,,,
ZDB-EXP-130117-5,ZECO:0000176,ZFA:0000435,none,none,,,
ZDB-EXP-130118-2,ZECO:0000166,,none,none,,,
ZDB-EXP-130118-2,ZECO:0000102,CHEBI:6456,none,none,,,
ZDB-EXP-130118-6,ZECO:0000102,,none,none,,,
ZDB-EXP-130125-1,ZECO:0000102,,none,none,,,
ZDB-EXP-130204-4,ZECO:0000199,,none,none,,,
ZDB-EXP-130204-6,ZECO:0000199,,none,none,,,
ZDB-EXP-130204-8,ZECO:0000199,,none,none,,,
ZDB-EXP-130206-5,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-130219-4,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-130220-10,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-130220-2,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-130220-4,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-130220-5,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-130220-6,ZECO:0000102,CHEBI:16236,none,none,,,
ZDB-EXP-130221-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-130222-14,ZECO:0000102,CHEBI:78510,none,none,,,
ZDB-EXP-130228-1,ZECO:0000229,,none,none,,,
ZDB-EXP-130305-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130305-2,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-130315-2,ZECO:0000166,,none,none,,,
ZDB-EXP-130318-2,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-130318-3,ZECO:0000102,,none,none,,,
ZDB-EXP-130319-1,ZECO:0000102,,none,none,,,
ZDB-EXP-130319-2,ZECO:0000102,,none,none,,,
ZDB-EXP-130320-1,ZECO:0000102,,none,none,,,
ZDB-EXP-130320-11,ZECO:0000102,,none,none,,,
ZDB-EXP-130320-2,ZECO:0000102,,none,none,,,
ZDB-EXP-130320-5,ZECO:0000102,CHEBI:25944,none,none,,,
ZDB-EXP-130320-8,ZECO:0000102,CHEBI:46261,none,none,,,
ZDB-EXP-130321-8,ZECO:0000108,,none,none,,,
ZDB-EXP-130321-9,ZECO:0000106,654,none,none,,,
ZDB-EXP-130322-7,ZECO:0000166,,none,none,,,
ZDB-EXP-130326-11,ZECO:0000102,,none,none,,,
ZDB-EXP-130326-12,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-130326-8,ZECO:0000102,,none,none,,,
ZDB-EXP-130327-10,ZECO:0000201,,none,none,,,
ZDB-EXP-130327-11,ZECO:0000201,,none,none,,,
ZDB-EXP-130327-12,ZECO:0000201,,none,none,,,
ZDB-EXP-130327-13,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-130327-2,ZECO:0000102,,none,none,,,
ZDB-EXP-130327-6,ZECO:0000201,,none,none,,,
ZDB-EXP-130327-7,ZECO:0000201,,none,none,,,
ZDB-EXP-130328-1,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-130328-2,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-130328-4,ZECO:0000178,ZFA:0000152,none,none,,,
ZDB-EXP-130401-3,ZECO:0000102,,none,none,,,
ZDB-EXP-130402-2,ZECO:0000102,,none,none,,,
ZDB-EXP-130402-3,ZECO:0000102,,none,none,,,
ZDB-EXP-130404-1,ZECO:0000189,,none,none,,,
ZDB-EXP-130411-2,ZECO:0000102,CHEBI:75393,none,none,,,
ZDB-EXP-130411-5,ZECO:0000238,CHEBI:86195,none,none,,,
ZDB-EXP-130411-6,ZECO:0000238,CHEBI:15367,none,none,,,
ZDB-EXP-130412-1,ZECO:0000102,CHEBI:15367,none,none,,,
ZDB-EXP-130412-11,ZECO:0000238,CHEBI:15367,none,none,,,
ZDB-EXP-130412-12,ZECO:0000238,CHEBI:15367,none,none,,,
ZDB-EXP-130412-13,ZECO:0000166,,none,none,,,
ZDB-EXP-130412-2,ZECO:0000102,CHEBI:86195,none,none,,,
ZDB-EXP-130416-11,ZECO:0000189,,none,none,,,
ZDB-EXP-130417-4,ZECO:0000162,,none,none,,,
ZDB-EXP-130417-5,ZECO:0000103,,none,none,,,
ZDB-EXP-130417-6,ZECO:0000160,,none,none,,,
ZDB-EXP-130417-7,ZECO:0000160,,none,none,,,
ZDB-EXP-130418-3,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-130418-4,ZECO:0000102,CHEBI:23888,none,none,,,
ZDB-EXP-130418-4,ZECO:0000102,CHEBI:9168,none,none,,,
ZDB-EXP-130418-8,ZECO:0000102,,none,none,,,
ZDB-EXP-130419-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130422-5,ZECO:0000166,,none,none,,,
ZDB-EXP-130422-6,ZECO:0000102,CHEBI:91198 ,none,none,,,
ZDB-EXP-130425-1,ZECO:0000102,,none,none,,,
ZDB-EXP-130425-2,ZECO:0000102,,none,none,,,
ZDB-EXP-130430-4,ZECO:0000102,,none,none,,,
ZDB-EXP-130430-5,ZECO:0000245,ZFA:0005145,none,none,,,
ZDB-EXP-130501-13,ZECO:0000166,,none,none,,,
ZDB-EXP-130501-2,ZECO:0000189,,none,none,,,
ZDB-EXP-130501-3,ZECO:0000189,,none,none,,,
ZDB-EXP-130501-5,ZECO:0000166,,none,none,,,
ZDB-EXP-130520-3,ZECO:0000102,,none,none,,,
ZDB-EXP-130520-4,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-130528-2,ZECO:0000146,,none,none,,,
ZDB-EXP-130528-3,ZECO:0000146,,none,none,,,
ZDB-EXP-130531-2,ZECO:0000102,CHEBI:77702,none,none,,,
ZDB-EXP-130531-3,ZECO:0000102,CHEBI:77702,none,none,,,
ZDB-EXP-130531-4,ZECO:0000102,,none,none,,,
ZDB-EXP-130605-1,ZECO:0000102,CHEBI:48080,none,none,,,
ZDB-EXP-130605-10,ZECO:0000102,CHEBI:28262,none,none,,,
ZDB-EXP-130605-11,ZECO:0000102,,none,none,,,
ZDB-EXP-130605-12,ZECO:0000102,CHEBI:34317,none,none,,,
ZDB-EXP-130605-2,ZECO:0000102,CHEBI:22689,none,none,,,
ZDB-EXP-130611-2,ZECO:0000108,,none,none,,,
ZDB-EXP-130611-3,ZECO:0000108,,none,none,,,
ZDB-EXP-130617-1,ZECO:0000102,CHEBI:4021,none,none,,,
ZDB-EXP-130619-1,ZECO:0000102,,none,none,,,
ZDB-EXP-130619-2,ZECO:0000206,,none,none,,,
ZDB-EXP-130620-20,ZECO:0000166,,none,none,,,
ZDB-EXP-130625-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130702-3,ZECO:0000102,CHEBI:6909,none,none,,,
ZDB-EXP-130708-1,ZECO:0000114,,none,none,,,
ZDB-EXP-130708-4,ZECO:0000102,CHEBI:62434,none,none,,,
ZDB-EXP-130708-5,ZECO:0000166,,none,none,,,
ZDB-EXP-130710-5,ZECO:0000102,,none,none,,,
ZDB-EXP-130715-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130717-1,ZECO:0000102,,none,none,,,
ZDB-EXP-130722-7,ZECO:0000114,,none,none,,,
ZDB-EXP-130722-8,ZECO:0000166,,none,none,,,
ZDB-EXP-130722-9,ZECO:0000189,,none,none,,,
ZDB-EXP-130729-3,ZECO:0000237,CHEBI:16412,none,none,,,
ZDB-EXP-130729-5,ZECO:0000106,,none,none,,,
ZDB-EXP-130730-1,ZECO:0000106,636,none,none,,,
ZDB-EXP-130730-2,ZECO:0000106,90371,none,none,,,
ZDB-EXP-130730-3,ZECO:0000106,1781,none,none,,,
ZDB-EXP-130731-1,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-130731-2,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-130731-3,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-130731-9,ZECO:0000102,CHEBI:78741,none,none,,,
ZDB-EXP-130801-2,ZECO:0000166,,none,none,,,
ZDB-EXP-130802-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130806-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130806-2,ZECO:0000102,CHEBI:86290,none,none,,,
ZDB-EXP-130806-3,ZECO:0000102,CHEBI:62882,none,none,,,
ZDB-EXP-130807-1,ZECO:0000166,,none,none,,,
ZDB-EXP-130807-2,ZECO:0000166,,none,none,,,
ZDB-EXP-130807-4,ZECO:0000166,,none,none,,,
ZDB-EXP-130807-4,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-130809-2,ZECO:0000102,CHEBI:7565,none,none,,,
ZDB-EXP-130809-8,ZECO:0000166,,none,none,,,
ZDB-EXP-130812-2,ZECO:0000155,,none,none,,,
ZDB-EXP-130812-3,ZECO:0000155,,none,none,,,
ZDB-EXP-130813-5,ZECO:0000102,,none,none,,,
ZDB-EXP-130814-6,ZECO:0000166,,none,none,,,
ZDB-EXP-130814-7,ZECO:0000166,,none,none,,,
ZDB-EXP-130814-8,ZECO:0000166,,none,none,,,
ZDB-EXP-130814-9,ZECO:0000166,,none,none,,,
ZDB-EXP-130820-3,ZECO:0000166,,none,none,,,
ZDB-EXP-130821-10,ZECO:0000174,ZFA:0001058,none,none,,,
ZDB-EXP-130821-11,ZECO:0000106,562,none,none,,,
ZDB-EXP-130822-28,ZECO:0000102,CHEBI:62882,none,none,,,
ZDB-EXP-130822-29,ZECO:0000102,CHEBI:62882,none,none,,,
ZDB-EXP-130822-30,ZECO:0000102,CHEBI:62882,none,none,,,
ZDB-EXP-130822-31,ZECO:0000102,CHEBI:86290,none,none,,,
ZDB-EXP-130822-32,ZECO:0000229,,none,none,,,
ZDB-EXP-130822-6,ZECO:0000166,,none,none,,,
ZDB-EXP-130823-13,ZECO:0000229,,none,none,,,
ZDB-EXP-130823-19,ZECO:0000166,,none,none,,,
ZDB-EXP-130826-8,ZECO:0000229,,none,none,,,
ZDB-EXP-130826-9,ZECO:0000229,,none,none,,,
ZDB-EXP-130828-3,ZECO:0000102,CHEBI:86290,none,none,,,
ZDB-EXP-130828-4,ZECO:0000102,CHEBI:6067,none,none,,,
ZDB-EXP-130828-5,ZECO:0000102,CHEBI:6067,none,none,,,
ZDB-EXP-130828-6,ZECO:0000102,CHEBI:6067,none,none,,,
ZDB-EXP-130828-7,ZECO:0000102,CHEBI:6067,none,none,,,
ZDB-EXP-130828-8,ZECO:0000102,CHEBI:6067,none,none,,,
ZDB-EXP-130828-9,ZECO:0000102,CHEBI:6067,none,none,,,
ZDB-EXP-130829-3,ZECO:0000102,CHEBI:62882,none,none,,,
ZDB-EXP-130829-4,ZECO:0000102,CHEBI:86193,none,none,,,
ZDB-EXP-130829-4,ZECO:0000229,,none,none,,,
ZDB-EXP-130910-1,ZECO:0000154,,none,none,,,
ZDB-EXP-130910-3,ZECO:0000154,,none,none,,,
ZDB-EXP-130910-6,ZECO:0000166,,none,none,,,
ZDB-EXP-130925-2,ZECO:0000166,,none,none,,,
ZDB-EXP-130925-3,ZECO:0000102,,none,none,,,
ZDB-EXP-130925-4,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-130925-6,ZECO:0000166,,none,none,,,
ZDB-EXP-130925-6,ZECO:0000102,CHEBI:63449,none,none,,,
ZDB-EXP-131002-1,ZECO:0000102,,none,none,,,
ZDB-EXP-131002-2,ZECO:0000102,,none,none,,,
ZDB-EXP-131002-3,ZECO:0000236,,none,none,,,
ZDB-EXP-131002-4,ZECO:0000236,,none,none,,,
ZDB-EXP-131002-5,ZECO:0000102,,none,none,,,
ZDB-EXP-131002-7,ZECO:0000236,,none,none,,,
ZDB-EXP-131002-7,ZECO:0000102,CHEBI:90620,none,none,,,
ZDB-EXP-131002-8,ZECO:0000238,CHEBI:90620,none,none,,,
ZDB-EXP-131004-14,ZECO:0000102,CHEBI 6909,none,none,,,
