expid,cdtid,zecoid,aotermid,chebiTermId,otherTermId,cctermid
ZDB-EXP-140908-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140908-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140910-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:82625,
ZDB-EXP-140910-3,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:82625,
ZDB-EXP-140911-4,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140911-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140911-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140911-7,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140911-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140912-4,ZDB-CDT-051220-1,ZECO:0000145,none,none,,
ZDB-EXP-140915-1,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140915-10,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140915-13,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140915-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140915-14,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-140915-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-140915-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140916-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-140916-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-140916-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140916-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140917-3,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-140917-4,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-140917-5,ZDB-CDT-050823-4,ZECO:0000181,none,none,ZFA:0000075,
ZDB-EXP-140917-7,ZDB-CDT-050127-19,ZECO:0000102,none,none,,
ZDB-EXP-140918-1,ZDB-CDT-050823-4,ZECO:0000181,none,none,ZFA:0000075,
ZDB-EXP-140918-2,ZDB-CDT-050823-4,ZECO:0000181,none,none,ZFA:0000075,
ZDB-EXP-140919-10,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-140919-11,ZDB-CDT-050823-1,ZECO:0000106,none,none,90371,
ZDB-EXP-140919-13,ZDB-CDT-050823-1,ZECO:0000106,none,none,90371,
ZDB-EXP-140919-17,ZDB-CDT-050823-1,ZECO:0000106,none,none,90371,
ZDB-EXP-140922-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140922-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140922-9,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-140923-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-140926-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-140926-7,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141001-1,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141010-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141010-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141014-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141014-2,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-141014-3,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-141014-7,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-141014-9,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-141015-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141016-11,ZDB-CDT-050823-4,ZECO:0000172,none,none,,
ZDB-EXP-141016-12,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000108,
ZDB-EXP-141016-13,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000108,
ZDB-EXP-141016-14,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000108,
ZDB-EXP-141016-15,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000108,
ZDB-EXP-141016-16,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141016-16,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000108,
ZDB-EXP-141016-17,ZDB-CDT-131021-3,ZECO:0000155,none,none,,
ZDB-EXP-141016-3,ZDB-CDT-050823-4,ZECO:0000172,none,none,ZFA:0000108,
ZDB-EXP-141016-9,ZDB-CDT-131021-3,ZECO:0000155,none,none,,
ZDB-EXP-141020-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141021-6,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141024-1,ZDB-CDT-050823-4,ZECO:0000181,none,none,ZFA:0000075,
ZDB-EXP-141027-1,ZDB-CDT-050127-21,ZECO:0000102,none,none,,
ZDB-EXP-141027-3,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141027-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141030-5,ZDB-CDT-051220-1,ZECO:0000145,none,none,,
ZDB-EXP-141031-2,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141103-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141104-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141104-8,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141104-9,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141105-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141105-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141105-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141105-6,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141107-7,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141110-4,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-141110-7,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-141110-8,ZDB-CDT-050127-11,ZECO:0000102,none,none,CHEBI:16236,
ZDB-EXP-141112-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141113-3,ZDB-CDT-050127-13,ZECO:0000102,none,none,CHEBI:16469,
ZDB-EXP-141113-4,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-141113-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141113-7,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141113-8,ZDB-CDT-060517-1,ZECO:0000102,none,none,CHEBI:91083,
ZDB-EXP-141118-19,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141118-20,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141119-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141119-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141119-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141119-8,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141120-1,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-141121-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-11,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-141125-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141125-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141125-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141125-7,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-141125-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141125-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141201-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141201-2,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:87236,
ZDB-EXP-141202-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141202-10,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141202-11,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141202-13,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:100922,
ZDB-EXP-141202-2,ZDB-CDT-050823-8,ZECO:0000189,none,none,,
ZDB-EXP-141202-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141202-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141202-5,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141202-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141202-7,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141202-8,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141202-9,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141203-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141203-3,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141203-3,ZDB-CDT-050127-2,ZECO:0000163,none,none,,
ZDB-EXP-141203-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141203-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141203-5,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141204-2,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-141204-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141208-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141208-13,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141208-15,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141210-11,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-141210-11,ZDB-CDT-050127-27,ZECO:0000152,none,none,,
ZDB-EXP-141210-13,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-141210-13,ZDB-CDT-050127-27,ZECO:0000152,none,none,,
ZDB-EXP-141210-17,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-141210-17,ZDB-CDT-050127-27,ZECO:0000152,none,none,,
ZDB-EXP-141210-18,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-141210-18,ZDB-CDT-050127-27,ZECO:0000152,none,none,,
ZDB-EXP-141210-19,ZDB-CDT-050127-27,ZECO:0000150,none,none,,
ZDB-EXP-141210-19,ZDB-CDT-050127-27,ZECO:0000152,none,none,,
ZDB-EXP-141210-20,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141210-21,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141211-1,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141211-10,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141211-10,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141211-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141211-13,ZDB-CDT-050127-24,ZECO:0000237,none,none,CHEBI:6909,
ZDB-EXP-141211-18,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-141211-8,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-141211-8,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141211-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141211-9,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-141212-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141215-1,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-141215-4,ZDB-CDT-080226-1,ZECO:0000201,none,none,,
ZDB-EXP-141216-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141216-14,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141216-15,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141217-2,ZDB-CDT-050823-4,ZECO:0000168,none,none,ZFA:0001360,
ZDB-EXP-141217-3,ZDB-CDT-050127-27,ZECO:0000146,none,none,,
ZDB-EXP-141217-5,ZDB-CDT-050127-16,ZECO:0000102,none,none,CHEBI:4021,
ZDB-EXP-141217-6,ZDB-CDT-050127-2,ZECO:0000162,none,none,,
ZDB-EXP-141217-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141219-2,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141219-4,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141222-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141222-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141222-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141222-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141222-8,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-141222-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141223-10,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141223-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141223-12,ZDB-CDT-050127-21,ZECO:0000102,none,none,,
ZDB-EXP-141223-13,ZDB-CDT-050823-4,ZECO:0000168,none,none,ZFA:0001360,
ZDB-EXP-141223-14,ZDB-CDT-050823-4,ZECO:0000168,none,none,ZFA:0001360,
ZDB-EXP-141223-17,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141223-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141226-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141226-4,ZDB-CDT-050127-2,ZECO:0000162,none,none,,
ZDB-EXP-141229-1,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:42471,
ZDB-EXP-141229-10,ZDB-CDT-050127-27,ZECO:0000149,none,none,,
ZDB-EXP-141229-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141229-11,ZDB-CDT-050127-27,ZECO:0000149,none,none,,
ZDB-EXP-141229-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141229-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141229-6,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-141229-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141229-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141229-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-141230-10,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-141230-9,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-150106-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150106-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150107-8,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150107-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150108-10,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-150108-6,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-150108-8,ZDB-CDT-050823-1,ZECO:0000106,none,none,,
ZDB-EXP-150109-6,ZDB-CDT-050823-4,ZECO:0000170,none,none,ZFA:0009127,
ZDB-EXP-150109-6,ZDB-CDT-050823-4,ZECO:0000152,none,none,,
ZDB-EXP-150109-7,ZDB-CDT-050823-4,ZECO:0000169,none,none,ZFA:0000046,
ZDB-EXP-150112-3,ZDB-CDT-091029-1,ZECO:0000102,none,none,CHEBI:9168,
ZDB-EXP-150112-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150114-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150114-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150114-12,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150114-13,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-150114-14,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150114-15,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-150114-5,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150114-9,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-150120-1,ZDB-CDT-050127-27,ZECO:0000214,none,none,,
ZDB-EXP-150120-1,ZDB-CDT-050127-8,ZECO:0000102,none,none,CHEBI:46261,
ZDB-EXP-150120-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150120-4,ZDB-CDT-050127-27,ZECO:0000214,none,none,,
ZDB-EXP-150120-4,ZDB-CDT-050127-8,ZECO:0000102,none,none,CHEBI:46261,
ZDB-EXP-150120-5,ZDB-CDT-050127-27,ZECO:0000214,none,none,,
ZDB-EXP-150120-5,ZDB-CDT-050127-8,ZECO:0000102,none,none,CHEBI:46261,
ZDB-EXP-150120-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150121-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150121-10,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-150121-11,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-150121-12,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-150121-13,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-150121-14,ZDB-CDT-050823-6,ZECO:0000114,none,none,,
ZDB-EXP-150121-6,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-150123-2,ZDB-CDT-050823-2,ZECO:0000110,none,none,696863,
ZDB-EXP-150123-4,ZDB-CDT-050823-2,ZECO:0000110,none,none,696863,
ZDB-EXP-150123-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,55601,
ZDB-EXP-150123-5,ZDB-CDT-050823-1,ZECO:0000106,none,none,636,
ZDB-EXP-150126-1,ZDB-CDT-050127-8,ZECO:0000102,none,none,CHEBI:46261,
ZDB-EXP-150126-2,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150126-3,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150126-4,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150126-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150126-5,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-150126-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150126-8,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150126-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150126-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150127-2,ZDB-CDT-100902-1,ZECO:0000107,none,none,746128,
ZDB-EXP-150127-3,ZDB-CDT-100902-1,ZECO:0000107,none,none,746128,
ZDB-EXP-150127-5,ZDB-CDT-100902-1,ZECO:0000107,none,none,746128,
ZDB-EXP-150127-6,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150128-12,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-150128-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150128-3,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150128-4,ZDB-CDT-070619-1,ZECO:0000102,none,none,CHEBI:86193,
ZDB-EXP-150128-4,ZDB-CDT-050127-27,ZECO:0000214,none,none,,
ZDB-EXP-150128-5,ZDB-CDT-050127-26,ZECO:0000102,none,none,CHEBI:28262,
ZDB-EXP-150128-5,ZDB-CDT-050127-27,ZECO:0000214,none,none,,
ZDB-EXP-150129-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150129-11,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150129-12,ZDB-CDT-050823-4,ZECO:0000229,none,none,,
ZDB-EXP-150129-13,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150129-15,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150129-5,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150129-8,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150129-8,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150129-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150129-9,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150130-8,ZDB-CDT-050127-24,ZECO:0000102,none,none,CHEBI:87359,
ZDB-EXP-150130-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150203-10,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150203-13,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150203-14,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150203-15,ZDB-CDT-050823-4,ZECO:0000178,none,none,,
ZDB-EXP-150203-17,ZDB-CDT-050823-4,ZECO:0000178,none,none,,
ZDB-EXP-150203-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150203-9,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150203-9,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000152,
ZDB-EXP-150204-1,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150204-4,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150205-10,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-10,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:3638,
ZDB-EXP-150205-11,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-11,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:131196,
ZDB-EXP-150205-18,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-19,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-20,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-21,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-27,ZDB-CDT-050127-1,ZECO:0000166,none,none,,
ZDB-EXP-150205-28,ZDB-CDT-050127-25,ZECO:0000102,none,none,CHEBI:63449,
ZDB-EXP-150205-4,ZDB-CDT-150204-1,ZECO:0000241,none,none,,
ZDB-EXP-150205-5,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150205-6,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150205-7,ZDB-CDT-050127-32,ZECO:0000102,none,none,,
ZDB-EXP-150205-8,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-9,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150205-9,ZDB-CDT-050127-32,ZECO:0000102,none,none,CHEBI:38635,
ZDB-EXP-150206-10,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-150206-12,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150206-13,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150206-14,ZDB-CDT-050823-1,ZECO:0000106,none,none,1781,
ZDB-EXP-150206-15,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150206-17,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150206-18,ZDB-CDT-050823-1,ZECO:0000106,none,none,90371,
ZDB-EXP-150206-2,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000075,
ZDB-EXP-150206-25,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150206-26,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150206-27,ZDB-CDT-130401-1,ZECO:0000102,none,none,CHEBI:86195,
ZDB-EXP-150206-28,ZDB-CDT-050127-15,ZECO:0000102,none,none,CHEBI:15367,
ZDB-EXP-150206-4,ZDB-CDT-050823-4,ZECO:0000229,none,none,ZFA:0000075,
