featureid,variantnote,allelenote
ZDB-ALT-980203-440,variant,
ZDB-ALT-111011-2,variant,
ZDB-ALT-071019-7,variant,
ZDB-ALT-150923-2,variant,
ZDB-ALT-150616-1,variant,
ZDB-ALT-080903-9,variant,
ZDB-ALT-061129-14,variant,
ZDB-ALT-150106-2,variant,
ZDB-ALT-090506-1,variant,
ZDB-ALT-061129-22,variant,
ZDB-ALT-150312-12,variant,
ZDB-ALT-150312-11,variant,
ZDB-ALT-101008-13,variant,
ZDB-ALT-071015-3,variant,
ZDB-ALT-131003-3,variant,
ZDB-ALT-150601-6,variant,
ZDB-ALT-100216-1,variant,
ZDB-ALT-061129-12,variant,
ZDB-ALT-061129-18,variant,
ZDB-ALT-030731-2,variant,
ZDB-ALT-150518-1,variant,
ZDB-ALT-050428-2,variant,
ZDB-ALT-050428-8,variant,
ZDB-ALT-050428-10,variant,
ZDB-ALT-050428-6,variant,
ZDB-ALT-020715-2,variant,
ZDB-ALT-980413-444,variant,
ZDB-ALT-150723-16,variant,
ZDB-ALT-150723-19,variant,
ZDB-ALT-150723-15,variant,
ZDB-ALT-100716-1,variant,
ZDB-ALT-120411-534,variant,
ZDB-ALT-980203-603,variant,
ZDB-ALT-150723-18,variant,
ZDB-ALT-100709-1,variant,
ZDB-ALT-151210-1,variant,
ZDB-ALT-110210-1,variant,
ZDB-ALT-120411-222,variant,
ZDB-ALT-000412-4,variant,
ZDB-ALT-980203-1515,variant,
ZDB-ALT-980203-1164,variant,
ZDB-ALT-060911-4,variant,
ZDB-ALT-980203-1396,variant,
ZDB-ALT-110330-2,variant,
ZDB-ALT-110120-1,variant,
ZDB-ALT-060911-2,variant,
ZDB-ALT-041209-2,variant,
ZDB-ALT-110127-1,variant,
ZDB-ALT-110330-1,variant,
ZDB-ALT-980203-1097,variant,
ZDB-ALT-980413-696,variant,
ZDB-ALT-071217-2,variant,
ZDB-ALT-020715-4,variant,
ZDB-ALT-980413-473,variant,
ZDB-ALT-980413-442,variant,
ZDB-ALT-080818-3,variant,
ZDB-ALT-120411-351,variant,
ZDB-ALT-130830-2,variant,
ZDB-ALT-041220-6,variant,
ZDB-ALT-120411-135,variant,
ZDB-ALT-080818-4,variant,
ZDB-ALT-120411-459,variant,
ZDB-ALT-130830-1,variant,
ZDB-ALT-120411-117,variant,
ZDB-ALT-130830-3,variant,
ZDB-ALT-020514-4,variant,
ZDB-ALT-080806-3,variant,
ZDB-ALT-090707-10,variant,
ZDB-ALT-130813-2,variant,
ZDB-ALT-980203-1162,variant,
ZDB-ALT-151013-1,variant,
ZDB-ALT-980203-1331,variant,
ZDB-ALT-980413-636,variant,
ZDB-ALT-200206-16,variant,
ZDB-ALT-090121-2,variant,
ZDB-ALT-170119-18,variant,
ZDB-ALT-110111-1,variant,
ZDB-ALT-170119-16,variant,
ZDB-ALT-170119-17,variant,
ZDB-ALT-091019-1,variant,
ZDB-ALT-170831-3,variant,
ZDB-ALT-130814-2,variant,
ZDB-ALT-190917-3,variant,
ZDB-ALT-040128-10,variant,
ZDB-ALT-101015-2,variant,
ZDB-ALT-131212-1,variant,
ZDB-ALT-121112-5,variant,
ZDB-ALT-140728-1,variant,
ZDB-ALT-180813-9,variant,
ZDB-ALT-080903-8,variant,
ZDB-ALT-140114-1,variant,
ZDB-ALT-140114-2,variant,
ZDB-ALT-130930-8,variant,
ZDB-ALT-150624-6,variant,
ZDB-ALT-150624-5,variant,
ZDB-ALT-130701-1,variant,
ZDB-ALT-140213-1,variant,
ZDB-ALT-101119-1,variant,
ZDB-ALT-150504-4,variant,
ZDB-ALT-130621-1,variant,
ZDB-ALT-131211-2,variant,
ZDB-ALT-131211-3,variant,
ZDB-ALT-980203-458,variant,
ZDB-ALT-020514-2,variant,
ZDB-ALT-190205-6,variant,
ZDB-ALT-190205-9,variant,
ZDB-ALT-190205-7,variant,
ZDB-ALT-190205-8,variant,
ZDB-ALT-071023-4,variant,
ZDB-ALT-110124-2,variant,
ZDB-ALT-170112-4,variant,
ZDB-ALT-170112-3,variant,
ZDB-ALT-140902-5,variant,
ZDB-ALT-980413-436,variant,
ZDB-ALT-080218-1,variant,
ZDB-ALT-980203-525,variant,
ZDB-ALT-980203-692,variant,
ZDB-ALT-980203-1194,variant,allele
ZDB-ALT-040720-60,variant,
ZDB-ALT-040720-58,variant,
ZDB-ALT-071023-7,variant,
ZDB-ALT-090828-2,variant,
ZDB-ALT-980203-1186,variant,
ZDB-ALT-040720-46,variant,
ZDB-ALT-980203-1224,variant,
ZDB-ALT-980203-1608,variant,
ZDB-ALT-100729-2,variant,
ZDB-ALT-980203-1169,variant,
ZDB-ALT-980203-1296,variant,
ZDB-ALT-980203-1672,variant,
ZDB-ALT-100129-14,variant,
ZDB-ALT-100129-93,variant,
ZDB-ALT-100129-69,variant,
ZDB-ALT-100129-103,variant,
ZDB-ALT-100129-58,variant,
ZDB-ALT-100129-47,variant,
ZDB-ALT-100129-52,variant,
ZDB-ALT-100129-96,variant,
ZDB-ALT-100129-99,variant,
ZDB-ALT-100129-71,variant,
ZDB-ALT-100129-90,variant,
ZDB-ALT-100129-25,variant,
ZDB-ALT-100129-100,variant,
ZDB-ALT-160210-2,variant,
ZDB-ALT-100129-49,variant,
ZDB-ALT-100129-30,variant,
ZDB-ALT-100129-82,variant,
ZDB-ALT-100129-84,variant,
ZDB-ALT-100129-77,variant,
ZDB-ALT-150213-2,variant,
ZDB-ALT-100129-85,variant,
ZDB-ALT-100129-88,variant,
ZDB-ALT-100129-2,variant,
ZDB-ALT-100129-11,variant,
ZDB-ALT-100129-8,variant,
ZDB-ALT-100129-17,variant,
ZDB-ALT-100129-22,variant,
ZDB-ALT-100129-33,variant,
ZDB-ALT-100129-28,variant,
ZDB-ALT-100129-39,variant,
ZDB-ALT-100129-41,variant,
ZDB-ALT-100129-44,variant,
ZDB-ALT-100129-63,variant,
ZDB-ALT-100129-55,variant,
ZDB-ALT-100129-74,variant,
ZDB-ALT-151125-16,variant,
ZDB-ALT-191219-5,variant,
ZDB-ALT-131029-12,variant,
ZDB-ALT-190523-3,variant,
ZDB-ALT-190523-2,variant,
ZDB-ALT-100129-106,variant,
ZDB-ALT-100129-66,variant,
ZDB-ALT-100129-5,variant,
ZDB-ALT-100129-36,variant,
ZDB-ALT-100129-60,variant,
ZDB-ALT-130214-2,variant,
ZDB-ALT-150806-1,variant,
ZDB-ALT-070813-1,variant,
ZDB-ALT-190325-1,variant,
ZDB-ALT-180615-3,variant,
ZDB-ALT-110210-3,variant,
ZDB-ALT-170417-1,variant,
ZDB-ALT-170803-1,variant,
ZDB-ALT-081212-1,variant,
ZDB-ALT-110210-6,variant,
ZDB-ALT-110413-1,variant,
ZDB-ALT-170501-5,variant,
ZDB-ALT-100209-11,variant,
ZDB-ALT-151006-1,variant,
ZDB-ALT-991201-114,variant,
ZDB-ALT-030409-2,variant,
ZDB-ALT-031230-2,variant,
ZDB-ALT-041105-2,variant,
ZDB-ALT-060519-4,variant,
ZDB-ALT-030117-2,variant,
ZDB-ALT-030617-2,variant,
ZDB-ALT-030805-4,variant,
ZDB-ALT-000913-2,variant,
ZDB-ALT-050802-2,variant,
ZDB-ALT-060811-4,variant,
ZDB-ALT-061207-2,variant,
ZDB-ALT-060926-2,variant,
ZDB-ALT-070117-6,variant,
ZDB-ALT-040701-2,variant,
ZDB-ALT-050131-4,variant,
ZDB-ALT-040720-66,variant,
ZDB-ALT-040720-56,variant,
ZDB-ALT-050919-90,variant,
ZDB-ALT-040224-26,variant,
ZDB-ALT-040827-2,variant,
ZDB-ALT-031030-20,variant,
ZDB-ALT-030502-2,variant,
ZDB-ALT-021021-2,variant,
ZDB-ALT-030716-8,variant,
ZDB-ALT-060608-185,variant,
ZDB-ALT-040421-14,variant,
ZDB-ALT-050919-40,variant,
ZDB-ALT-060909-2,variant,
ZDB-ALT-061129-10,variant,
ZDB-ALT-061129-6,variant,
ZDB-ALT-061129-20,variant,
ZDB-ALT-061207-8,variant,
ZDB-ALT-061129-16,variant,
ZDB-ALT-050428-4,variant,
ZDB-ALT-040107-4,variant,
ZDB-ALT-020715-6,variant,
ZDB-ALT-121204-1,variant ,
ZDB-ALT-121018-2,variant ,
ZDB-ALT-100106-4,variant ,
ZDB-ALT-121112-3,variant ,
ZDB-ALT-100216-2,variant ,
ZDB-ALT-121113-1,variant ,
ZDB-ALT-160629-1,,allele
ZDB-ALT-120926-2,,allele
ZDB-ALT-091116-2,,allele
ZDB-ALT-160817-1,,allele
ZDB-ALT-180207-3,,allele
ZDB-ALT-080110-4,,allele
ZDB-ALT-991208-30,,allele
ZDB-ALT-991208-20,,allele
ZDB-ALT-970731-8,,allele
ZDB-ALT-980203-391,,allele
ZDB-ALT-991201-54,,allele
ZDB-ALT-190404-19,,allele
ZDB-ALT-190404-20,,allele
ZDB-ALT-980203-472,,allele
ZDB-ALT-991201-109,,allele
ZDB-ALT-991201-121,,allele
ZDB-ALT-170830-1,,allele
ZDB-ALT-160805-4,,allele
ZDB-ALT-190103-1,,allele
ZDB-ALT-180815-2,,allele
ZDB-ALT-180815-3,,allele
ZDB-ALT-190123-679,,allele
ZDB-ALT-171212-1,,allele
ZDB-ALT-171212-2,,allele
ZDB-ALT-171206-3,,allele
ZDB-ALT-171206-4,,allele
ZDB-ALT-171220-1,,allele
ZDB-ALT-160817-2,,allele
ZDB-ALT-160817-3,,allele
ZDB-ALT-171220-3,,allele
ZDB-ALT-171220-4,,allele
ZDB-ALT-190107-2,,allele
ZDB-ALT-190423-1,,allele
ZDB-ALT-190423-2,,allele
ZDB-ALT-190510-3,,allele
ZDB-ALT-191004-1,,allele
ZDB-ALT-171206-4,,allele
ZDB-ALT-180516-1,,allele
ZDB-ALT-190125-4,,allele
ZDB-ALT-190822-9,,allele
ZDB-ALT-190218-1,,allele
ZDB-ALT-190711-3,,allele
ZDB-ALT-181205-1,,allele
ZDB-ALT-191031-7,,allele
ZDB-ALT-160622-1,,allele
ZDB-ALT-170329-2,,allele
ZDB-ALT-980203-332,,allele
ZDB-ALT-180425-1,,allele
ZDB-ALT-180425-2,,allele
ZDB-ALT-200409-1,,allele
ZDB-ALT-200409-2,,allele
ZDB-ALT-190301-2,,allele
ZDB-ALT-180904-7,,allele
ZDB-ALT-181105-4,,allele
ZDB-ALT-181129-14,,allele
ZDB-ALT-191230-3,,allele
ZDB-ALT-200407-1,,allele
ZDB-ALT-190123-684,,allele
ZDB-ALT-181003-1,,allele
ZDB-ALT-190107-3,,allele
ZDB-ALT-150707-5,,allele
ZDB-ALT-170921-10,,allele
ZDB-ALT-170921-11,,allele
ZDB-ALT-170417-2,,allele
ZDB-ALT-170921-10,,allele
ZDB-ALT-170921-11,,allele
ZDB-ALT-131107-5,,allele
ZDB-ALT-180904-3,,allele
ZDB-ALT-150217-2,,allele
ZDB-ALT-150217-3,,allele
ZDB-ALT-150217-1,,allele
ZDB-ALT-181105-3,,allele
ZDB-ALT-191230-2,,allele
ZDB-ALT-190103-2,,allele
ZDB-ALT-190103-3,,allele
ZDB-ALT-170908-1,,allele
ZDB-ALT-190125-5,,allele
ZDB-ALT-970731-39,,allele
ZDB-ALT-980203-365,,allele
ZDB-ALT-131107-2,,allele
ZDB-ALT-141010-1,,allele
ZDB-ALT-121205-2,,allele
ZDB-ALT-121205-2,,allele
ZDB-ALT-101123-1,,allele
ZDB-ALT-980203-361,,allele
ZDB-ALT-200330-2,,allele
ZDB-ALT-101123-1,,allele
ZDB-ALT-980413-707,,allele
ZDB-ALT-980413-479,,allele
ZDB-ALT-111118-31,,allele
ZDB-ALT-111118-30,,allele
ZDB-ALT-071108-1,,allele
ZDB-ALT-170314-4,,allele
ZDB-ALT-090611-15,,allele
ZDB-ALT-080728-1,,allele
ZDB-ALT-190917-3,,allele
ZDB-ALT-980413-707,,allele
ZDB-ALT-980413-457,,allele
ZDB-ALT-100108-1,,allele
ZDB-ALT-100802-1,,allele
ZDB-ALT-100802-2,,allele
ZDB-ALT-080325-7,,allele
ZDB-ALT-191209-6,,allele
ZDB-ALT-130411-688,,allele
ZDB-ALT-980203-1563,,allele
ZDB-ALT-041029-4,,allele
ZDB-ALT-041029-2,,allele
ZDB-ALT-980203-1388,,allele
ZDB-ALT-070927-4,,allele
ZDB-ALT-080610-12,,allele
ZDB-ALT-071108-5,,allele
ZDB-ALT-090611-11,,allele
ZDB-ALT-070427-6,,allele
ZDB-ALT-180815-17,,allele
ZDB-ALT-980203-1335,,allele
ZDB-ALT-190301-3,,allele
ZDB-ALT-140818-5,,allele
ZDB-ALT-071205-1,,allele
ZDB-ALT-080619-2,,allele
ZDB-ALT-020625-2,,allele
ZDB-ALT-980203-542,,allele
ZDB-ALT-980203-553,,allele
ZDB-ALT-980413-602,,allele
ZDB-ALT-101123-1,,allele
ZDB-ALT-140818-4,,allele
ZDB-ALT-050126-10,,allele
ZDB-ALT-050126-6,,allele
ZDB-ALT-050126-8,,allele
ZDB-ALT-120222-2,,allele
ZDB-ALT-180227-2,,allele
ZDB-ALT-110410-1,,allele
ZDB-ALT-980203-1135,,allele
ZDB-ALT-010911-2,,allele
ZDB-ALT-070427-3,,allele
ZDB-ALT-070427-10,,allele
ZDB-ALT-070427-11,,allele
ZDB-ALT-980203-402,,allele
ZDB-ALT-980203-780,,allele
ZDB-ALT-100802-3,,allele
ZDB-ALT-980203-1198,,allele
ZDB-ALT-091203-1,,allele
ZDB-ALT-091203-2,,allele
ZDB-ALT-980413-368,,allele
ZDB-ALT-140130-19,,allele
ZDB-ALT-190404-18,,allele
ZDB-ALT-980203-591,,allele
ZDB-ALT-980413-576,,allele
ZDB-ALT-980413-431,,allele
ZDB-ALT-070427-2,,allele
ZDB-ALT-070427-5,,allele
ZDB-ALT-070427-13,,allele
ZDB-ALT-070427-12,,allele
ZDB-ALT-070427-9,,allele
ZDB-ALT-070427-8,,allele
ZDB-ALT-070427-7,,allele
ZDB-ALT-070426-2,,allele
ZDB-ALT-111219-7,,allele
ZDB-ALT-980413-561,,allele
ZDB-ALT-980413-677,,allele
ZDB-ALT-980413-459,,allele
ZDB-ALT-140506-5,,allele
ZDB-ALT-140506-3,,allele
ZDB-ALT-140506-4,,allele
ZDB-ALT-140506-6,,allele
ZDB-ALT-050930-4,,allele
ZDB-ALT-080110-3,,allele
ZDB-ALT-080110-6,,allele
ZDB-ALT-080110-1,,allele
ZDB-ALT-080110-2,,allele
ZDB-ALT-080110-5,,allele
ZDB-ALT-070427-4,,allele
ZDB-ALT-131004-1,,allele
ZDB-ALT-061101-182,,allele
ZDB-ALT-090504-2,,allele
ZDB-ALT-090504-6,,allele
ZDB-ALT-090504-7,,allele
ZDB-ALT-200714-1,,allele
ZDB-ALT-070124-3,,allele
ZDB-ALT-100525-3,,allele
ZDB-ALT-070806-1,,allele
ZDB-ALT-021125-2,,allele
ZDB-ALT-040715-12,,allele
ZDB-ALT-040930-16,,allele
ZDB-ALT-090731-2,,allele
ZDB-ALT-090728-1,,allele
ZDB-ALT-070314-10,,allele
ZDB-ALT-070314-13,,allele
ZDB-ALT-070314-16,,allele
ZDB-ALT-070314-4,,allele
ZDB-ALT-070314-7,,allele
ZDB-ALT-070314-11,,allele
ZDB-ALT-070314-14,,allele
ZDB-ALT-070314-2,,allele
ZDB-ALT-070314-5,,allele
ZDB-ALT-070314-8,,allele
ZDB-ALT-170710-2,,allele
ZDB-ALT-170710-1,,allele
ZDB-ALT-100217-1,,allele
ZDB-ALT-100419-1,,allele
ZDB-ALT-060821-6,,allele
ZDB-ALT-100405-1,,allele
ZDB-ALT-100323-4,,allele
ZDB-ALT-111214-1,,allele
ZDB-ALT-131112-8,,allele
ZDB-ALT-100405-2,,allele
ZDB-ALT-100405-3,,allele
ZDB-ALT-080327-97,,allele
ZDB-ALT-100902-2,,allele
ZDB-ALT-080327-95,,allele
ZDB-ALT-080327-90,,allele
ZDB-ALT-080327-11,,allele
ZDB-ALT-080327-69,,allele
ZDB-ALT-080327-53,,allele
ZDB-ALT-080327-124,,allele
ZDB-ALT-080327-139,,allele
ZDB-ALT-080327-9,,allele
ZDB-ALT-080327-21,,allele
ZDB-ALT-080327-119,,allele
ZDB-ALT-080327-92,,allele
ZDB-ALT-080327-118,,allele
ZDB-ALT-080327-14,,allele
ZDB-ALT-080327-33,,allele
ZDB-ALT-080327-25,,allele
ZDB-ALT-080327-28,,allele
ZDB-ALT-080327-147,,allele
ZDB-ALT-080327-34,,allele
ZDB-ALT-080327-42,,allele
ZDB-ALT-080327-144,,allele
ZDB-ALT-080327-143,,allele
ZDB-ALT-080327-132,,allele
ZDB-ALT-080327-59,,allele
ZDB-ALT-080327-26,,allele
ZDB-ALT-080327-83,,allele
ZDB-ALT-080327-111,,allele
ZDB-ALT-080327-16,,allele
ZDB-ALT-080327-137,,allele
ZDB-ALT-080327-86,,allele
ZDB-ALT-080327-130,,allele
ZDB-ALT-080327-63,,allele
ZDB-ALT-080327-123,,allele
ZDB-ALT-080327-85,,allele
ZDB-ALT-080327-126,,allele
ZDB-ALT-080327-61,,allele
ZDB-ALT-080327-3,,allele
ZDB-ALT-080327-81,,allele
ZDB-ALT-080327-6,,allele
ZDB-ALT-080327-7,,allele
ZDB-ALT-080327-4,,allele
ZDB-ALT-080327-71,,allele
ZDB-ALT-080327-148,,allele
ZDB-ALT-080327-52,,allele
ZDB-ALT-080327-57,,allele
ZDB-ALT-080327-88,,allele
ZDB-ALT-080327-15,,allele
ZDB-ALT-080327-2,,allele
ZDB-ALT-080327-40,,allele
ZDB-ALT-080327-49,,allele
ZDB-ALT-080327-133,,allele
ZDB-ALT-080327-31,,allele
ZDB-ALT-080327-5,,allele
ZDB-ALT-080327-10,,allele
ZDB-ALT-080327-120,,allele
ZDB-ALT-080327-96,,allele
ZDB-ALT-080327-91,,allele
ZDB-ALT-080327-99,,allele
ZDB-ALT-080327-82,,allele
ZDB-ALT-080327-149,,allele
ZDB-ALT-080327-76,,allele
ZDB-ALT-080327-138,,allele
ZDB-ALT-080327-142,,allele
ZDB-ALT-080327-38,,allele
ZDB-ALT-080327-12,,allele
ZDB-ALT-080327-122,,allele
ZDB-ALT-080327-54,,allele
ZDB-ALT-080327-87,,allele
ZDB-ALT-080327-135,,allele
ZDB-ALT-080327-125,,allele
ZDB-ALT-080327-47,,allele
ZDB-ALT-080327-19,,allele
ZDB-ALT-080327-55,,allele
ZDB-ALT-080327-103,,allele
ZDB-ALT-080327-1,,allele
ZDB-ALT-080327-77,,allele
ZDB-ALT-080327-100,,allele
ZDB-ALT-080327-145,,allele
ZDB-ALT-080327-121,,allele
ZDB-ALT-080327-102,,allele
ZDB-ALT-080327-60,,allele
ZDB-ALT-080327-37,,allele
ZDB-ALT-080327-116,,allele
ZDB-ALT-080327-35,,allele
ZDB-ALT-080327-107,,allele
ZDB-ALT-080327-105,,allele
ZDB-ALT-080327-64,,allele
ZDB-ALT-080327-30,,allele
ZDB-ALT-080327-129,,allele
ZDB-ALT-080327-106,,allele
ZDB-ALT-080327-117,,allele
ZDB-ALT-080327-68,,allele
ZDB-ALT-080327-110,,allele
ZDB-ALT-080327-18,,allele
ZDB-ALT-080327-46,,allele
ZDB-ALT-080327-65,,allele
ZDB-ALT-080327-134,,allele
ZDB-ALT-080327-115,,allele
ZDB-ALT-080327-112,,allele
ZDB-ALT-080327-114,,allele
ZDB-ALT-080327-8,,allele
ZDB-ALT-080327-17,,allele
ZDB-ALT-080327-75,,allele
ZDB-ALT-080327-41,,allele
ZDB-ALT-080327-13,,allele
ZDB-ALT-080327-43,,allele
ZDB-ALT-080327-80,,allele
ZDB-ALT-080327-48,,allele
ZDB-ALT-080327-56,,allele
ZDB-ALT-080327-22,,allele
ZDB-ALT-080327-67,,allele
ZDB-ALT-080327-113,,allele
ZDB-ALT-080327-141,,allele
ZDB-ALT-080327-89,,allele
ZDB-ALT-080327-131,,allele
ZDB-ALT-080327-39,,allele
ZDB-ALT-080327-109,,allele
ZDB-ALT-080327-94,,allele
ZDB-ALT-080327-79,,allele
ZDB-ALT-080327-66,,allele
ZDB-ALT-080327-70,,allele
ZDB-ALT-080327-136,,allele
ZDB-ALT-080327-45,,allele
ZDB-ALT-080327-104,,allele
ZDB-ALT-080327-62,,allele
ZDB-ALT-080327-20,,allele
ZDB-ALT-080327-146,,allele
ZDB-ALT-080327-36,,allele
ZDB-ALT-080327-23,,allele
ZDB-ALT-080327-73,,allele
ZDB-ALT-080327-29,,allele
ZDB-ALT-080327-24,,allele
ZDB-ALT-080327-58,,allele
ZDB-ALT-080327-44,,allele
ZDB-ALT-080327-72,,allele
ZDB-ALT-080327-108,,allele
ZDB-ALT-080327-78,,allele
ZDB-ALT-080327-74,,allele
ZDB-ALT-080327-27,,allele
ZDB-ALT-080327-32,,allele
ZDB-ALT-080327-140,,allele
ZDB-ALT-080327-51,,allele
ZDB-ALT-080327-93,,allele
ZDB-ALT-080327-50,,allele
ZDB-ALT-080327-127,,allele
ZDB-ALT-080327-128,,allele
ZDB-ALT-080327-98,,allele
ZDB-ALT-080327-101,,allele
ZDB-ALT-080327-84,,allele
ZDB-ALT-080222-1,,allele
ZDB-ALT-071217-3,,allele
ZDB-ALT-990514-6,,allele
ZDB-ALT-170914-2,,allele
ZDB-ALT-101229-1,,allele
ZDB-ALT-160426-34,,allele
ZDB-ALT-160426-1,,allele
ZDB-ALT-160426-50,,allele
ZDB-ALT-160426-43,,allele
ZDB-ALT-160426-46,,allele
ZDB-ALT-160426-2,,allele
ZDB-ALT-160426-14,,allele
ZDB-ALT-160426-31,,allele
ZDB-ALT-160426-16,,allele
ZDB-ALT-160425-8,,allele
ZDB-ALT-160426-18,,allele
ZDB-ALT-160426-38,,allele
ZDB-ALT-160426-8,,allele
ZDB-ALT-160426-47,,allele
ZDB-ALT-160426-44,,allele
ZDB-ALT-160426-13,,allele
ZDB-ALT-160426-42,,allele
ZDB-ALT-160426-41,,allele
ZDB-ALT-160425-7,,allele
ZDB-ALT-160426-51,,allele
ZDB-ALT-160426-48,,allele
ZDB-ALT-160426-37,,allele
ZDB-ALT-160426-52,,allele
ZDB-ALT-160426-4,,allele
ZDB-ALT-160426-11,,allele
ZDB-ALT-160426-12,,allele
ZDB-ALT-160426-40,,allele
ZDB-ALT-160426-17,,allele
ZDB-ALT-160426-7,,allele
ZDB-ALT-160426-49,,allele
ZDB-ALT-160426-9,,allele
ZDB-ALT-160426-45,,allele
ZDB-ALT-160426-27,,allele
ZDB-ALT-160426-5,,allele
ZDB-ALT-160426-36,,allele
ZDB-ALT-160426-29,,allele
ZDB-ALT-160426-33,,allele
ZDB-ALT-160426-25,,allele
ZDB-ALT-160426-35,,allele
ZDB-ALT-160426-23,,allele
ZDB-ALT-160426-32,,allele
ZDB-ALT-160426-26,,allele
ZDB-ALT-160426-15,,allele
ZDB-ALT-160426-28,,allele
ZDB-ALT-160426-30,,allele
ZDB-ALT-160426-24,,allele
ZDB-ALT-160426-10,,allele
ZDB-ALT-160426-39,,allele
ZDB-ALT-110412-15,,allele
ZDB-ALT-070702-10,,allele
ZDB-ALT-191001-1,,allele
ZDB-ALT-090424-3,,allele
ZDB-ALT-120208-1,,allele
ZDB-ALT-120523-1,,allele
ZDB-ALT-090819-2,,allele
ZDB-ALT-090819-3,,allele
ZDB-ALT-090819-1,,allele
ZDB-ALT-070420-1,,allele
ZDB-ALT-070420-2,,allele
ZDB-ALT-070420-3,,allele
ZDB-ALT-070420-4,,allele
ZDB-ALT-070420-5,,allele
ZDB-ALT-070420-6,,allele
ZDB-ALT-070420-7,,allele
ZDB-ALT-070420-8,,allele
ZDB-ALT-070420-9,,allele
ZDB-ALT-070420-10,,allele
ZDB-ALT-070420-11,,allele
ZDB-ALT-070420-12,,allele
ZDB-ALT-070420-13,,allele
ZDB-ALT-070420-14,,allele
ZDB-ALT-070420-15,,allele
ZDB-ALT-070420-16,,allele
ZDB-ALT-070420-17,,allele
ZDB-ALT-070420-18,,allele
ZDB-ALT-070420-19,,allele
ZDB-ALT-070420-20,,allele
ZDB-ALT-070420-21,,allele
ZDB-ALT-070420-22,,allele
ZDB-ALT-070723-1,,allele
ZDB-ALT-100604-1,,allele
ZDB-ALT-191001-2,,allele
ZDB-ALT-180611-3,,allele
ZDB-ALT-110411-2,,allele
ZDB-ALT-100504-4,,allele
ZDB-ALT-070426-1,,allele
ZDB-ALT-140509-3,,allele
ZDB-ALT-160426-20,,allele
ZDB-ALT-070423-6,,allele
ZDB-ALT-120209-13,,allele
ZDB-ALT-150803-5,,allele
ZDB-ALT-160322-6,,allele
ZDB-ALT-200501-8,,allele
ZDB-ALT-110411-1,,allele
ZDB-ALT-200709-9,,allele
ZDB-ALT-011017-8,,allele
ZDB-ALT-160906-1,,allele
ZDB-ALT-160906-3,,allele
ZDB-ALT-160906-4,,allele
ZDB-ALT-180213-1,,allele
ZDB-ALT-080523-13,,allele
ZDB-ALT-070522-1,,allele
ZDB-ALT-091106-1,,allele
ZDB-ALT-100525-4,,allele
ZDB-ALT-190823-4,,allele
ZDB-ALT-131108-1,,allele
ZDB-ALT-090504-5,,allele
ZDB-ALT-151123-3,,allele
ZDB-ALT-191106-4,,allele
ZDB-ALT-200413-5,,allele
ZDB-ALT-200413-4,,allele
ZDB-ALT-200413-3,,allele
ZDB-ALT-160803-1,,allele
ZDB-ALT-100525-5,,allele
ZDB-ALT-110210-7,,allele
ZDB-ALT-130130-3,,allele
ZDB-ALT-191108-4,,allele
ZDB-ALT-190411-6,,allele
ZDB-ALT-190411-5,,allele
ZDB-ALT-081007-2,,allele
ZDB-ALT-170622-3,,allele
ZDB-ALT-160824-3,,allele
ZDB-ALT-140326-1,,allele
ZDB-ALT-180213-2,,allele
ZDB-ALT-180213-3,,allele
ZDB-ALT-111101-5,,allele
ZDB-ALT-120207-4,,allele
ZDB-ALT-111101-3,,allele
ZDB-ALT-111101-6,,allele
ZDB-ALT-111101-9,,allele
ZDB-ALT-111101-10,,allele
ZDB-ALT-111101-4,,allele
ZDB-ALT-111101-7,,allele
ZDB-ALT-120207-3,,allele
ZDB-ALT-110127-11,,allele
ZDB-ALT-110127-14,,allele
ZDB-ALT-110127-17,,allele
ZDB-ALT-110131-11,,allele
ZDB-ALT-110131-14,,allele
ZDB-ALT-110131-17,,allele
ZDB-ALT-110131-2,,allele
ZDB-ALT-110131-23,,allele
ZDB-ALT-110131-4,,allele
ZDB-ALT-110131-7,,allele
ZDB-ALT-110201-12,,allele
ZDB-ALT-110201-15,,allele
ZDB-ALT-110201-18,,allele
ZDB-ALT-110201-20,,allele
ZDB-ALT-110201-23,,allele
ZDB-ALT-110201-26,,allele
ZDB-ALT-110201-29,,allele
ZDB-ALT-110201-31,,allele
ZDB-ALT-110201-4,,allele
ZDB-ALT-110201-7,,allele
ZDB-ALT-110202-1,,allele
ZDB-ALT-110202-12,,allele
ZDB-ALT-110202-15,,allele
ZDB-ALT-110202-3,,allele
ZDB-ALT-110202-6,,allele
ZDB-ALT-110202-9,,allele
ZDB-ALT-110722-10,,allele
ZDB-ALT-110722-13,,allele
ZDB-ALT-110722-16,,allele
ZDB-ALT-110722-19,,allele
ZDB-ALT-110722-21,,allele
ZDB-ALT-110722-24,,allele
ZDB-ALT-110722-27,,allele
ZDB-ALT-110722-32,,allele
ZDB-ALT-110722-5,,allele
ZDB-ALT-110722-8,,allele
ZDB-ALT-110127-12,,allele
ZDB-ALT-110127-15,,allele
ZDB-ALT-110127-18,,allele
ZDB-ALT-110127-20,,allele
ZDB-ALT-110127-8,,allele
ZDB-ALT-110131-1,,allele
ZDB-ALT-110131-12,,allele
ZDB-ALT-110131-15,,allele
ZDB-ALT-110131-18,,allele
ZDB-ALT-110131-21,,allele
ZDB-ALT-110131-8,,allele
ZDB-ALT-110201-10,,allele
