featureid,variantnote,allelenote
ZDB-ALT-190501-388,,allele
ZDB-ALT-190501-726,,allele
ZDB-ALT-190501-635,,allele
ZDB-ALT-190501-369,,allele
ZDB-ALT-190501-477,,allele
ZDB-ALT-190501-846,,allele
ZDB-ALT-190501-929,,allele
ZDB-ALT-190501-570,,allele
ZDB-ALT-190501-491,,allele
ZDB-ALT-190501-397,,allele
ZDB-ALT-190501-555,,allele
ZDB-ALT-190501-686,,allele
ZDB-ALT-190501-665,,allele
ZDB-ALT-190501-823,,allele
ZDB-ALT-190501-805,,allele
ZDB-ALT-190612-52,,allele
ZDB-ALT-190612-33,,allele
ZDB-ALT-190501-879,,allele
ZDB-ALT-190612-39,,allele
ZDB-ALT-190612-71,,allele
ZDB-ALT-190501-304,,allele
ZDB-ALT-190501-893,,allele
ZDB-ALT-190501-469,,allele
ZDB-ALT-190501-517,,allele
ZDB-ALT-190501-374,,allele
ZDB-ALT-190501-729,,allele
ZDB-ALT-190501-704,,allele
ZDB-ALT-190501-427,,allele
ZDB-ALT-190501-475,,allele
ZDB-ALT-190501-575,,allele
ZDB-ALT-190501-421,,allele
ZDB-ALT-190501-508,,allele
ZDB-ALT-190612-55,,allele
ZDB-ALT-190501-775,,allele
ZDB-ALT-190501-924,,allele
ZDB-ALT-190501-430,,allele
ZDB-ALT-190501-429,,allele
ZDB-ALT-190501-864,,allele
ZDB-ALT-190501-878,,allele
ZDB-ALT-190501-472,,allele
ZDB-ALT-190501-842,,allele
ZDB-ALT-190501-667,,allele
ZDB-ALT-190501-628,,allele
ZDB-ALT-190501-870,,allele
ZDB-ALT-190501-717,,allele
ZDB-ALT-190501-786,,allele
ZDB-ALT-190501-554,,allele
ZDB-ALT-190501-420,,allele
ZDB-ALT-190501-483,,allele
ZDB-ALT-190501-347,,allele
ZDB-ALT-190501-610,,allele
ZDB-ALT-190501-821,,allele
ZDB-ALT-190501-813,,allele
ZDB-ALT-190501-485,,allele
ZDB-ALT-190501-651,,allele
ZDB-ALT-190501-440,,allele
ZDB-ALT-190501-684,,allele
ZDB-ALT-190501-633,,allele
ZDB-ALT-190501-746,,allele
ZDB-ALT-190612-69,,allele
ZDB-ALT-190501-638,,allele
ZDB-ALT-190501-737,,allele
ZDB-ALT-190612-35,,allele
ZDB-ALT-190501-736,,allele
ZDB-ALT-190501-297,,allele
ZDB-ALT-190501-597,,allele
ZDB-ALT-190501-531,,allele
ZDB-ALT-190501-309,,allele
ZDB-ALT-190501-396,,allele
ZDB-ALT-190501-925,,allele
ZDB-ALT-190501-500,,allele
ZDB-ALT-190501-759,,allele
ZDB-ALT-190501-664,,allele
ZDB-ALT-190501-353,,allele
ZDB-ALT-190501-885,,allele
ZDB-ALT-190501-752,,allele
ZDB-ALT-190501-753,,allele
ZDB-ALT-190501-833,,allele
ZDB-ALT-190501-345,,allele
ZDB-ALT-190501-838,,allele
ZDB-ALT-190501-705,,allele
ZDB-ALT-190501-486,,allele
ZDB-ALT-190501-543,,allele
ZDB-ALT-190612-40,,allele
ZDB-ALT-190501-391,,allele
ZDB-ALT-190612-57,,allele
ZDB-ALT-190501-522,,allele
ZDB-ALT-190501-390,,allele
ZDB-ALT-190501-451,,allele
ZDB-ALT-190501-340,,allele
ZDB-ALT-190501-406,,allele
ZDB-ALT-190501-541,,allele
ZDB-ALT-190501-306,,allele
ZDB-ALT-190501-327,,allele
ZDB-ALT-190501-400,,allele
ZDB-ALT-190501-552,,allele
ZDB-ALT-190501-419,,allele
ZDB-ALT-190501-841,,allele
ZDB-ALT-190501-301,,allele
ZDB-ALT-190501-312,,allele
ZDB-ALT-190501-629,,allele
ZDB-ALT-190501-412,,allele
ZDB-ALT-190501-709,,allele
ZDB-ALT-190501-839,,allele
ZDB-ALT-190612-32,,allele
ZDB-ALT-190501-535,,allele
ZDB-ALT-190501-536,,allele
ZDB-ALT-190501-496,,allele
ZDB-ALT-190501-913,,allele
ZDB-ALT-190501-346,,allele
ZDB-ALT-190612-27,,allele
ZDB-ALT-190501-585,,allele
ZDB-ALT-190501-693,,allele
ZDB-ALT-190501-621,,allele
ZDB-ALT-190501-568,,allele
ZDB-ALT-190501-804,,allele
ZDB-ALT-190501-348,,allele
ZDB-ALT-190501-725,,allele
ZDB-ALT-190501-493,,allele
ZDB-ALT-190612-45,,allele
ZDB-ALT-190501-364,,allele
ZDB-ALT-190501-462,,allele
ZDB-ALT-190501-845,,allele
ZDB-ALT-190501-844,,allele
ZDB-ALT-190501-385,,allele
ZDB-ALT-190501-572,,allele
ZDB-ALT-190501-463,,allele
ZDB-ALT-190501-460,,allele
ZDB-ALT-190612-34,,allele
ZDB-ALT-190501-672,,allele
ZDB-ALT-190501-699,,allele
ZDB-ALT-190501-616,,allele
ZDB-ALT-190501-615,,allele
ZDB-ALT-190501-700,,allele
ZDB-ALT-190501-824,,allele
ZDB-ALT-190501-825,,allele
ZDB-ALT-190612-58,,allele
ZDB-ALT-190501-738,,allele
ZDB-ALT-190501-350,,allele
ZDB-ALT-190501-342,,allele
ZDB-ALT-190612-47,,allele
ZDB-ALT-190501-504,,allele
ZDB-ALT-190501-372,,allele
ZDB-ALT-190501-371,,allele
ZDB-ALT-190501-352,,allele
ZDB-ALT-190501-339,,allele
ZDB-ALT-190501-733,,allele
ZDB-ALT-190501-734,,allele
ZDB-ALT-190612-67,,allele
ZDB-ALT-190501-534,,allele
ZDB-ALT-190501-884,,allele
ZDB-ALT-190501-751,,allele
ZDB-ALT-190501-829,,allele
ZDB-ALT-190501-830,,allele
ZDB-ALT-190501-881,,allele
ZDB-ALT-190501-850,,allele
ZDB-ALT-190501-713,,allele
ZDB-ALT-190501-625,,allele
ZDB-ALT-190501-521,,allele
ZDB-ALT-190501-694,,allele
ZDB-ALT-190501-735,,allele
ZDB-ALT-190501-687,,allele
ZDB-ALT-190501-719,,allele
ZDB-ALT-190501-619,,allele
ZDB-ALT-190501-822,,allele
ZDB-ALT-190501-812,,allele
ZDB-ALT-190501-655,,allele
ZDB-ALT-190501-387,,allele
ZDB-ALT-190501-414,,allele
ZDB-ALT-190612-28,,allele
ZDB-ALT-190501-594,,allele
ZDB-ALT-190501-468,,allele
ZDB-ALT-190501-467,,allele
ZDB-ALT-190501-741,,allele
ZDB-ALT-190501-653,,allele
ZDB-ALT-190501-871,,allele
ZDB-ALT-190501-609,,allele
ZDB-ALT-190501-776,,allele
ZDB-ALT-190501-591,,allele
ZDB-ALT-190501-524,,allele
ZDB-ALT-190612-29,,allele
ZDB-ALT-190501-470,,allele
ZDB-ALT-190501-556,,allele
ZDB-ALT-190501-433,,allele
ZDB-ALT-190501-465,,allele
ZDB-ALT-190501-739,,allele
ZDB-ALT-190501-370,,allele
ZDB-ALT-190501-368,,allele
ZDB-ALT-190501-683,,allele
ZDB-ALT-190501-603,,allele
ZDB-ALT-190612-74,,allele
ZDB-ALT-190501-688,,allele
ZDB-ALT-190501-620,,allele
ZDB-ALT-190501-722,,allele
ZDB-ALT-190501-756,,allele
ZDB-ALT-190501-716,,allele
ZDB-ALT-190501-525,,allele
ZDB-ALT-190501-376,,allele
ZDB-ALT-190612-54,,allele
ZDB-ALT-190501-636,,allele
ZDB-ALT-190501-883,,allele
ZDB-ALT-190501-887,,allele
ZDB-ALT-190501-498,,allele
ZDB-ALT-190501-499,,allele
ZDB-ALT-190501-843,,allele
ZDB-ALT-190501-408,,allele
ZDB-ALT-190501-542,,allele
ZDB-ALT-190501-528,,allele
ZDB-ALT-190501-393,,allele
ZDB-ALT-190501-466,,allele
ZDB-ALT-190501-325,,allele
ZDB-ALT-190612-66,,allele
ZDB-ALT-190501-410,,allele
ZDB-ALT-190501-411,,allele
ZDB-ALT-190501-918,,allele
ZDB-ALT-190501-321,,allele
ZDB-ALT-190501-307,,allele
ZDB-ALT-190501-437,,allele
ZDB-ALT-190501-452,,allele
ZDB-ALT-190501-316,,allele
ZDB-ALT-190501-404,,allele
ZDB-ALT-190501-540,,allele
ZDB-ALT-190501-405,,allele
ZDB-ALT-190501-432,,allele
ZDB-ALT-190501-431,,allele
ZDB-ALT-190612-75,,allele
ZDB-ALT-190501-711,,allele
ZDB-ALT-190501-710,,allele
ZDB-ALT-190501-840,,allele
ZDB-ALT-190612-70,,allele
ZDB-ALT-190501-356,,allele
ZDB-ALT-190501-749,,allele
ZDB-ALT-190501-639,,allele
ZDB-ALT-190501-422,,allele
ZDB-ALT-190501-649,,allele
ZDB-ALT-190501-783,,allele
ZDB-ALT-190612-62,,allele
ZDB-ALT-190612-61,,allele
ZDB-ALT-190501-367,,allele
ZDB-ALT-190501-928,,allele
ZDB-ALT-190501-858,,allele
ZDB-ALT-190501-434,,allele
ZDB-ALT-190501-507,,allele
ZDB-ALT-190501-836,,allele
ZDB-ALT-190501-459,,allele
ZDB-ALT-190501-548,,allele
ZDB-ALT-190501-720,,allele
ZDB-ALT-190501-721,,allele
ZDB-ALT-190501-441,,allele
ZDB-ALT-190501-442,,allele
ZDB-ALT-190501-618,,allele
ZDB-ALT-190501-566,,allele
ZDB-ALT-190501-669,,allele
ZDB-ALT-190501-320,,allele
ZDB-ALT-190612-49,,allele
ZDB-ALT-190501-478,,allele
ZDB-ALT-190501-505,,allele
ZDB-ALT-190501-539,,allele
ZDB-ALT-190501-538,,allele
ZDB-ALT-190501-418,,allele
ZDB-ALT-190501-476,,allele
ZDB-ALT-190501-515,,allele
ZDB-ALT-190612-41,,allele
ZDB-ALT-190501-362,,allele
ZDB-ALT-190501-331,,allele
ZDB-ALT-190501-587,,allele
ZDB-ALT-190501-589,,allele
ZDB-ALT-190501-544,,allele
ZDB-ALT-190501-296,,allele
ZDB-ALT-190612-48,,allele
ZDB-ALT-190501-622,,allele
ZDB-ALT-190612-64,,allele
ZDB-ALT-190501-305,,allele
ZDB-ALT-190501-516,,allele
ZDB-ALT-190612-38,,allele
ZDB-ALT-190501-567,,allele
ZDB-ALT-190501-318,,allele
ZDB-ALT-190501-343,,allele
ZDB-ALT-190501-656,,allele
ZDB-ALT-190501-501,,allele
ZDB-ALT-190501-574,,allele
ZDB-ALT-190501-577,,allele
ZDB-ALT-190501-402,,allele
ZDB-ALT-190501-565,,allele
ZDB-ALT-190612-31,,allele
ZDB-ALT-190501-395,,allele
ZDB-ALT-190501-673,,allele
ZDB-ALT-190501-847,,allele
ZDB-ALT-190501-518,,allele
ZDB-ALT-190501-592,,allele
ZDB-ALT-190501-533,,allele
ZDB-ALT-190612-37,,allele
ZDB-ALT-190501-551,,allele
ZDB-ALT-190501-377,,allele
ZDB-ALT-190501-506,,allele
ZDB-ALT-190501-357,,allele
ZDB-ALT-190501-866,,allele
ZDB-ALT-190501-313,,allele
ZDB-ALT-190501-447,,allele
ZDB-ALT-190501-446,,allele
ZDB-ALT-190501-526,,allele
ZDB-ALT-190501-492,,allele
ZDB-ALT-190501-604,,allele
ZDB-ALT-190501-814,,allele
ZDB-ALT-190501-416,,allele
ZDB-ALT-190501-514,,allele
ZDB-ALT-190501-403,,allele
ZDB-ALT-190501-545,,allele
ZDB-ALT-190501-599,,allele
ZDB-ALT-190501-366,,allele
ZDB-ALT-190612-46,,allele
ZDB-ALT-190501-448,,allele
ZDB-ALT-190501-423,,allele
ZDB-ALT-190501-355,,allele
ZDB-ALT-190501-299,,allele
ZDB-ALT-190501-386,,allele
ZDB-ALT-190501-354,,allele
ZDB-ALT-190501-882,,allele
ZDB-ALT-190501-298,,allele
ZDB-ALT-190501-413,,allele
ZDB-ALT-190501-407,,allele
ZDB-ALT-190501-740,,allele
ZDB-ALT-190501-439,,allele
ZDB-ALT-190501-573,,allele
ZDB-ALT-190501-495,,allele
ZDB-ALT-190501-647,,allele
ZDB-ALT-190501-778,,allele
ZDB-ALT-190501-546,,allele
ZDB-ALT-190501-310,,allele
ZDB-ALT-190501-627,,allele
ZDB-ALT-190501-527,,allele
ZDB-ALT-190501-553,,allele
ZDB-ALT-190501-361,,allele
ZDB-ALT-190501-384,,allele
ZDB-ALT-190612-50,,allele
ZDB-ALT-190501-443,,allele
ZDB-ALT-190501-502,,allele
ZDB-ALT-190612-44,,allele
ZDB-ALT-190501-520,,allele
ZDB-ALT-190501-399,,allele
ZDB-ALT-190501-503,,allele
ZDB-ALT-190501-324,,allele
ZDB-ALT-190501-438,,allele
ZDB-ALT-190501-564,,allele
ZDB-ALT-190501-562,,allele
ZDB-ALT-190501-860,,allele
ZDB-ALT-190501-512,,allele
ZDB-ALT-190501-294,,allele
ZDB-ALT-190501-381,,allele
ZDB-ALT-190501-513,,allele
ZDB-ALT-190501-826,,allele
ZDB-ALT-190501-912,,allele
ZDB-ALT-190501-852,,allele
ZDB-ALT-190501-488,,allele
ZDB-ALT-190501-445,,allele
ZDB-ALT-190501-335,,allele
ZDB-ALT-190501-378,,allele
ZDB-ALT-190501-303,,allele
ZDB-ALT-190501-558,,allele
ZDB-ALT-190501-426,,allele
ZDB-ALT-190501-457,,allele
ZDB-ALT-190501-576,,allele
ZDB-ALT-190501-332,,allele
ZDB-ALT-190501-383,,allele
ZDB-ALT-190501-394,,allele
ZDB-ALT-190501-444,,allele
ZDB-ALT-190501-569,,allele
ZDB-ALT-190501-511,,allele
ZDB-ALT-190501-532,,allele
ZDB-ALT-190501-792,,allele
ZDB-ALT-190501-363,,allele
ZDB-ALT-190501-461,,allele
ZDB-ALT-190501-596,,allele
ZDB-ALT-190612-36,,allele
ZDB-ALT-190501-549,,allele
ZDB-ALT-190501-857,,allele
ZDB-ALT-190501-482,,allele
ZDB-ALT-190501-557,,allele
ZDB-ALT-190501-425,,allele
ZDB-ALT-190612-26,,allele
ZDB-ALT-190501-360,,allele
ZDB-ALT-190501-817,,allele
ZDB-ALT-190501-560,,allele
ZDB-ALT-190501-365,,allele
ZDB-ALT-190501-559,,allele
ZDB-ALT-190501-424,,allele
ZDB-ALT-190501-449,,allele
ZDB-ALT-190501-571,,allele
ZDB-ALT-190501-392,,allele
ZDB-ALT-190501-807,,allele
ZDB-ALT-190501-923,,allele
ZDB-ALT-190501-494,,allele
ZDB-ALT-190501-728,,allele
ZDB-ALT-190501-456,,allele
ZDB-ALT-190501-359,,allele
ZDB-ALT-190501-389,,allele
ZDB-ALT-190501-349,,allele
ZDB-ALT-190501-855,,allele
ZDB-ALT-190501-409,,allele
ZDB-ALT-190612-51,,allele
ZDB-ALT-190501-337,,allele
ZDB-ALT-190501-510,,allele
ZDB-ALT-190501-375,,allele
ZDB-ALT-190501-595,,allele
ZDB-ALT-190501-358,,allele
ZDB-ALT-190501-455,,allele
ZDB-ALT-190501-315,,allele
ZDB-ALT-190501-484,,allele
ZDB-ALT-190501-509,,allele
ZDB-ALT-190501-380,,allele
ZDB-ALT-190612-68,,allele
ZDB-ALT-190501-680,,allele
ZDB-ALT-190501-586,,allele
ZDB-ALT-190501-489,,allele
ZDB-ALT-190501-302,,allele
ZDB-ALT-190612-73,,allele
ZDB-ALT-190501-691,,allele
ZDB-ALT-190501-379,,allele
ZDB-ALT-190501-777,,allele
ZDB-ALT-190501-714,,allele
ZDB-ALT-190501-764,,allele
ZDB-ALT-190501-674,,allele
ZDB-ALT-190501-626,,allele
ZDB-ALT-190501-748,,allele
ZDB-ALT-190501-927,,allele
ZDB-ALT-190501-645,,allele
ZDB-ALT-190501-876,,allele
ZDB-ALT-190501-631,,allele
ZDB-ALT-190501-730,,allele
ZDB-ALT-190501-902,,allele
ZDB-ALT-190501-796,,allele
ZDB-ALT-190501-903,,allele
ZDB-ALT-190501-904,,allele
ZDB-ALT-190501-641,,allele
ZDB-ALT-190501-872,,allele
ZDB-ALT-190501-930,,allele
ZDB-ALT-190501-617,,allele
ZDB-ALT-190501-712,,allele
ZDB-ALT-190501-795,,allele
ZDB-ALT-190501-784,,allele
ZDB-ALT-190501-632,,allele
ZDB-ALT-190501-745,,allele
ZDB-ALT-190501-877,,allele
ZDB-ALT-190501-799,,allele
ZDB-ALT-190501-798,,allele
ZDB-ALT-190501-919,,allele
ZDB-ALT-190501-703,,allele
ZDB-ALT-190501-661,,allele
ZDB-ALT-190501-806,,allele
ZDB-ALT-190501-820,,allele
ZDB-ALT-190501-863,,allele
ZDB-ALT-190501-761,,allele
ZDB-ALT-190501-793,,allele
ZDB-ALT-190501-678,,allele
ZDB-ALT-190501-909,,allele
ZDB-ALT-190501-803,,allele
ZDB-ALT-190501-742,,allele
ZDB-ALT-190501-874,,allele
ZDB-ALT-190501-873,,allele
ZDB-ALT-190501-613,,allele
ZDB-ALT-190501-861,,allele
ZDB-ALT-190501-758,,allele
ZDB-ALT-190501-899,,allele
ZDB-ALT-190501-744,,allele
ZDB-ALT-190501-898,,allele
ZDB-ALT-190501-890,,allele
ZDB-ALT-190501-779,,allele
ZDB-ALT-190501-772,,allele
ZDB-ALT-190501-768,,allele
ZDB-ALT-190501-911,,allele
ZDB-ALT-190501-769,,allele
ZDB-ALT-190501-757,,allele
ZDB-ALT-190501-791,,allele
ZDB-ALT-190501-818,,allele
ZDB-ALT-190501-762,,allele
ZDB-ALT-190501-682,,allele
ZDB-ALT-190501-808,,allele
ZDB-ALT-190501-743,,allele
ZDB-ALT-190501-789,,allele
ZDB-ALT-190501-659,,allele
ZDB-ALT-190501-790,,allele
ZDB-ALT-190501-763,,allele
ZDB-ALT-190501-856,,allele
ZDB-ALT-190501-608,,allele
ZDB-ALT-190501-662,,allele
ZDB-ALT-190501-650,,allele
ZDB-ALT-190501-780,,allele
ZDB-ALT-190501-837,,allele
ZDB-ALT-190501-819,,allele
ZDB-ALT-190501-859,,allele
ZDB-ALT-190501-760,,allele
ZDB-ALT-190501-701,,allele
ZDB-ALT-190501-835,,allele
ZDB-ALT-190501-695,,allele
ZDB-ALT-190501-663,,allele
ZDB-ALT-190501-906,,allele
ZDB-ALT-190501-766,,allele
ZDB-ALT-190501-607,,allele
ZDB-ALT-190501-901,,allele
ZDB-ALT-190501-785,,allele
ZDB-ALT-190501-727,,allele
ZDB-ALT-190501-900,,allele
ZDB-ALT-190501-643,,allele
ZDB-ALT-190501-905,,allele
ZDB-ALT-190501-865,,allele
ZDB-ALT-190501-750,,allele
ZDB-ALT-190501-920,,allele
ZDB-ALT-190501-642,,allele
ZDB-ALT-190501-676,,allele
ZDB-ALT-190501-782,,allele
ZDB-ALT-190501-848,,allele
ZDB-ALT-190501-908,,allele
ZDB-ALT-190501-677,,allele
ZDB-ALT-190501-692,,allele
ZDB-ALT-190501-880,,allele
ZDB-ALT-190501-747,,allele
ZDB-ALT-190501-774,,allele
ZDB-ALT-190501-731,,allele
ZDB-ALT-190501-849,,allele
ZDB-ALT-190501-907,,allele
ZDB-ALT-190501-640,,allele
ZDB-ALT-190501-675,,allele
ZDB-ALT-190501-689,,allele
ZDB-ALT-190501-862,,allele
ZDB-ALT-190501-896,,allele
ZDB-ALT-190501-685,,allele
ZDB-ALT-190501-648,,allele
ZDB-ALT-190501-781,,allele
ZDB-ALT-190501-800,,allele
ZDB-ALT-190501-910,,allele
ZDB-ALT-190501-914,,allele
ZDB-ALT-190501-787,,allele
ZDB-ALT-190501-897,,allele
ZDB-ALT-190501-771,,allele
ZDB-ALT-190501-770,,allele
ZDB-ALT-190501-634,,allele
ZDB-ALT-190501-637,,allele
ZDB-ALT-190501-707,,allele
ZDB-ALT-190501-708,,allele
ZDB-ALT-190501-706,,allele
ZDB-ALT-190501-917,,allele
ZDB-ALT-190501-611,,allele
ZDB-ALT-190501-612,,allele
ZDB-ALT-190501-895,,allele
ZDB-ALT-190501-644,,allele
ZDB-ALT-190501-916,,allele
ZDB-ALT-190501-926,,allele
ZDB-ALT-190501-921,,allele
ZDB-ALT-190501-600,,allele
ZDB-ALT-190501-702,,allele
ZDB-ALT-190501-869,,allele
ZDB-ALT-190501-794,,allele
ZDB-ALT-190501-773,,allele
ZDB-ALT-190501-598,,allele
ZDB-ALT-190501-690,,allele
ZDB-ALT-190501-767,,allele
ZDB-ALT-190501-797,,allele
ZDB-ALT-190501-851,,allele
ZDB-ALT-190501-765,,allele
ZDB-ALT-190501-624,,allele
ZDB-ALT-190501-652,,allele
ZDB-ALT-190501-679,,allele
ZDB-ALT-190501-802,,allele
ZDB-ALT-190501-754,,allele
ZDB-ALT-190501-630,,allele
ZDB-ALT-191202-9,,allele
ZDB-ALT-191202-8,,allele
ZDB-ALT-190404-17,,allele
ZDB-ALT-050216-4,,allele
ZDB-ALT-030805-6,variant,allele
ZDB-ALT-040224-18,,allele
ZDB-ALT-030805-16,,allele
ZDB-ALT-030805-2,,allele
ZDB-ALT-040224-16,,allele
ZDB-ALT-030805-14,,allele
ZDB-ALT-010426-14,,allele
ZDB-ALT-151012-9,,allele
ZDB-ALT-131017-1,variant,allele
ZDB-ALT-991201-126,,allele
ZDB-ALT-991111-55,,allele
ZDB-ALT-991130-219,,allele
ZDB-ALT-991201-141,,allele
ZDB-ALT-991201-93,,allele
ZDB-ALT-991201-59,,allele
ZDB-ALT-991201-77,,allele
ZDB-ALT-090610-7,variant,allele
ZDB-ALT-991130-214,variant,allele
ZDB-ALT-170621-1,variant,allele
ZDB-ALT-120611-1,variant,allele
ZDB-ALT-160511-1,variant,allele
ZDB-ALT-160426-56,variant,allele
ZDB-ALT-160428-1,variant,allele
ZDB-ALT-120120-6,variant,allele
ZDB-ALT-181112-8,variant,allele
ZDB-ALT-171019-2,variant,allele
ZDB-ALT-171010-2,variant,allele
ZDB-ALT-160412-1,variant,allele
ZDB-ALT-160412-2,variant,allele
ZDB-ALT-160413-3,variant,allele
ZDB-ALT-160413-4,variant,allele
ZDB-ALT-130528-2,variant,allele
ZDB-ALT-150909-2,variant,allele
ZDB-ALT-150909-1,variant,allele
ZDB-ALT-150311-4,variant,allele
ZDB-ALT-160120-2,variant,allele
ZDB-ALT-171206-3,variant,allele
ZDB-ALT-170907-1,variant,allele
ZDB-ALT-160113-2,variant,allele
ZDB-ALT-181113-3,variant,allele
ZDB-ALT-121106-2,variant,allele
ZDB-ALT-091124-1,variant,allele
ZDB-ALT-131220-1,variant,allele
ZDB-ALT-181112-11,variant,allele
ZDB-ALT-200527-5,variant,allele
ZDB-ALT-130320-1,variant,allele
ZDB-ALT-090520-4,variant,allele
ZDB-ALT-090520-3,variant,allele
ZDB-ALT-090520-6,variant,allele
ZDB-ALT-090520-7,variant,allele
ZDB-ALT-090520-5,variant,allele
ZDB-ALT-141007-3,variant,allele
ZDB-ALT-121211-2,variant,allele
ZDB-ALT-140606-2,variant,allele
ZDB-ALT-180821-1,variant,allele
ZDB-ALT-200219-4,variant,allele
ZDB-ALT-110513-2,variant,allele
ZDB-ALT-130528-3,variant,allele
ZDB-ALT-130528-4,variant,allele
ZDB-ALT-130528-1,variant,allele
ZDB-ALT-180724-3,variant,allele
ZDB-ALT-151230-9,variant,allele
ZDB-ALT-190327-2,variant,allele
ZDB-ALT-121210-2,variant,allele
ZDB-ALT-130724-2,variant,allele
ZDB-ALT-110513-1,variant,allele
ZDB-ALT-120611-3,variant,allele
ZDB-ALT-150610-4,variant,allele
ZDB-ALT-180601-3,variant,allele
ZDB-ALT-180816-23,variant,allele
ZDB-ALT-170622-15,variant,allele
ZDB-ALT-121106-1,variant,allele
ZDB-ALT-090520-1,variant,allele
ZDB-ALT-090520-8,variant,allele
ZDB-ALT-090520-2,variant,allele
ZDB-ALT-120126-2,variant,allele
ZDB-ALT-170612-3,variant,allele
ZDB-ALT-030728-2,variant,allele
ZDB-ALT-980203-1453,variant,allele
ZDB-ALT-980203-1454,variant,allele
ZDB-ALT-180612-3,variant,allele
ZDB-ALT-131219-18,variant,allele
ZDB-ALT-051112-2,variant,allele
ZDB-ALT-090212-1,variant,allele
ZDB-ALT-160129-1,variant,allele
ZDB-ALT-061129-4,variant,allele
ZDB-ALT-091112-42,variant,allele
ZDB-ALT-100311-10,variant,allele
ZDB-ALT-070427-1,variant,allele
ZDB-ALT-140320-1,variant,allele
ZDB-ALT-111013-1,variant,allele
ZDB-ALT-100730-2,variant,allele
ZDB-ALT-110920-1,variant,allele
ZDB-ALT-130729-6,variant,allele
ZDB-ALT-130118-1,variant,allele
ZDB-ALT-110708-1,variant,allele
ZDB-ALT-141222-1,variant,allele
ZDB-ALT-110829-1,variant,allele
ZDB-ALT-120927-2,variant,allele
ZDB-ALT-070426-3,variant,allele
ZDB-ALT-110720-3,variant,allele
ZDB-ALT-101008-17,variant,allele
ZDB-ALT-970731-16,variant,allele
ZDB-ALT-130528-5,variant,allele
ZDB-ALT-980203-1599,variant,allele
ZDB-ALT-100623-1,variant,allele
ZDB-ALT-111221-1,variant,allele
ZDB-ALT-050617-30,variant,allele
ZDB-ALT-130718-1,variant,allele
ZDB-ALT-090309-3,variant,allele
ZDB-ALT-061101-112,variant,allele
ZDB-ALT-090820-1,variant,allele
ZDB-ALT-100512-1,variant,allele
ZDB-ALT-160314-4,variant,allele
ZDB-ALT-980413-505,variant,allele
ZDB-ALT-980203-1122,variant,allele
ZDB-ALT-980413-523,variant,allele
ZDB-ALT-150429-4,variant,allele
ZDB-ALT-150219-2,variant,allele
ZDB-ALT-980203-1128,variant,allele
ZDB-ALT-980203-446,variant,allele
ZDB-ALT-980203-632,variant,allele
ZDB-ALT-090805-1,variant,allele
ZDB-ALT-130411-1227,variant,allele
ZDB-ALT-110523-9,variant,allele
ZDB-ALT-980413-707,variant,allele
ZDB-ALT-980203-1265,variant,allele
ZDB-ALT-080825-1,variant,allele
ZDB-ALT-150312-7,variant,allele
ZDB-ALT-150312-10,variant,allele
ZDB-ALT-150312-8,variant,allele
ZDB-ALT-150312-9,variant,allele
ZDB-ALT-980203-1594,variant,allele
ZDB-ALT-090624-1,variant,allele
ZDB-ALT-020715-6,variant,allele
ZDB-ALT-150224-3,variant,allele
ZDB-ALT-980203-1195,variant,allele
ZDB-ALT-030812-4,variant,allele
ZDB-ALT-121119-2,variant,allele
ZDB-ALT-110412-1,variant,allele
ZDB-ALT-110412-7,variant,allele
ZDB-ALT-110412-4,variant,allele
ZDB-ALT-110412-12,variant,allele
ZDB-ALT-110203-7,variant,allele
ZDB-ALT-030429-2,variant,allele
ZDB-ALT-070813-2,,allele
ZDB-ALT-130925-5,variant,allele
ZDB-ALT-991208-25,variant,
ZDB-ALT-991201-10,variant,
ZDB-ALT-991005-33,variant,
ZDB-ALT-991005-28,variant,
ZDB-ALT-991201-146,variant,
ZDB-ALT-991201-26,variant,
ZDB-ALT-991201-38,variant,
ZDB-ALT-160707-2,variant,
ZDB-ALT-990423-12,variant,
ZDB-ALT-000405-2,variant,
ZDB-ALT-191031-3,variant,
ZDB-ALT-191031-2,variant,
ZDB-ALT-180725-4,variant,
ZDB-ALT-180725-5,variant,
ZDB-ALT-180725-6,variant,
ZDB-ALT-190402-9,variant,
ZDB-ALT-170621-6,variant,
ZDB-ALT-181129-14,variant,
ZDB-ALT-190123-679,variant,
ZDB-ALT-190103-1,variant,
ZDB-ALT-181109-2,variant,
ZDB-ALT-181105-4,variant,
ZDB-ALT-181127-1,variant,
ZDB-ALT-180312-1,variant,
ZDB-ALT-190219-1,variant,
ZDB-ALT-190219-2,variant,
ZDB-ALT-180606-11,variant,
ZDB-ALT-190524-2,variant,
ZDB-ALT-190522-3,variant,
ZDB-ALT-180517-18,variant,
ZDB-ALT-181218-13,variant,
ZDB-ALT-180504-6,variant,
ZDB-ALT-180517-15,variant,
ZDB-ALT-181218-17,variant,
ZDB-ALT-181218-18,variant,
ZDB-ALT-180504-9,variant,
ZDB-ALT-180517-10,variant,
ZDB-ALT-181218-14,variant,
ZDB-ALT-180517-14,variant,
ZDB-ALT-180517-19,variant,
ZDB-ALT-180517-21,variant,
ZDB-ALT-180517-22,variant,
ZDB-ALT-180517-23,variant,
ZDB-ALT-200122-3,variant,
ZDB-ALT-131122-11,variant,
