"Allele","ZFIN ID","Background"
"sa14189","ZDB-GENE-081104-441","TL"
"sa14190","ZDB-GENE-000511-8","TL"
"sa14191","ZDB-GENE-070705-417","TL"
"sa14192","ZDB-GENE-031118-67","TL"
"sa14193","ZDB-GENE-030828-9","TL"
"sa14194","ZDB-GENE-080220-62","TL"
"sa14196","ZDB-GENE-041111-303","TL"
"sa14198","ZDB-GENE-090312-217","TL"
"sa14200","ZDB-GENE-040624-6","TL"
"sa14201","ZDB-GENE-040724-229","TL"
"sa14203","ZDB-GENE-060531-26","TL"
"sa14204","ZDB-GENE-030131-5335","TL"
"sa14205","ZDB-GENE-030131-6406","TL"
"sa14206","ZDB-GENE-070112-632","TL"
"sa14207","ZDB-GENE-091001-1","TL"
"sa14208","ZDB-GENE-100922-16","TL"
"sa14209","ZDB-GENE-030131-5695","TL"
"sa14211","ZDB-GENE-050417-356","TL"
"sa14212","ZDB-GENE-121120-2","TL"
"sa14213","ZDB-GENE-060503-14","TL"
"sa14214","ZDB-GENE-060503-297","TL"
"sa14215","ZDB-GENE-030131-6523","TL"
"sa14216","ZDB-GENE-060503-526","TL"
"sa14217","ZDB-GENE-040912-105","TL"
"sa14218","ZDB-GENE-041008-121","TL"
"sa14219","ZDB-GENE-070424-98","TL"
"sa14220","ZDB-GENE-030131-2032","TL"
"sa14222","ZDB-GENE-980526-352","TL"
"sa14223","ZDB-GENE-110406-5","TL"
"sa14224","ZDB-GENE-020507-2","TL"
"sa14225","ZDB-GENE-030903-5","TL"
"sa14226","ZDB-GENE-030826-15","TL"
"sa14227","ZDB-GENE-031118-14","TL"
"sa14228","ZDB-GENE-040428-3","TL"
"sa14230","ZDB-GENE-090313-67","TL"
"sa14231","ZDB-GENE-080204-68","TL"
"sa14232","ZDB-GENE-980526-481","TL"
"sa14233","ZDB-GENE-060526-119,ZDB-GENE-100119-2","TL"
"sa14234","ZDB-GENE-070705-482","TL"
"sa14236","ZDB-GENE-061207-73","TL"
"sa14237","ZDB-GENE-060503-794","TL"
"sa14238","ZDB-GENE-041210-5","TL"
"sa14239","ZDB-GENE-050309-65","TL"
"sa14240","ZDB-GENE-990415-153","TL"
"sa14241","ZDB-GENE-040426-1081","TL"
"sa14242","ZDB-GENE-070912-194","TL"
"sa14243","ZDB-GENE-050320-118","TL"
"sa14244","ZDB-GENE-060503-274","TL"
"sa14245","ZDB-GENE-030131-2196","TL"
"sa14246","ZDB-GENE-030616-608","TL"
"sa14247","ZDB-GENE-091204-118","TL"
"sa14248","ZDB-GENE-041111-251","TL"
"sa14249","ZDB-GENE-050809-9","TL"
"sa14250","ZDB-GENE-061215-126","TL"
"sa14251","ZDB-GENE-091112-4","TL"
"sa14252","ZDB-GENE-030616-413","TL"
"sa14253","ZDB-GENE-080917-25","TL"
"sa14255","ZDB-GENE-030131-6243","TL"
"sa14256","ZDB-GENE-040718-5","TL"
"sa14257","ZDB-GENE-040426-1444","TL"
"sa14258","ZDB-GENE-081107-54","TL"
"sa14259","ZDB-GENE-030131-9088","TL"
"sa14260","ZDB-GENE-050417-210","TL"
"sa14262","ZDB-GENE-110913-65","TL"
"sa14264","ZDB-GENE-010817-1","TL"
"sa14265","ZDB-GENE-041210-123","TL"
"sa14266","ZDB-GENE-030925-47","TL"
"sa14267","ZDB-GENE-010102-1","TL"
"sa14270","ZDB-GENE-100917-2","TL"
"sa14271","ZDB-GENE-980526-487","TL"
"sa14272","ZDB-GENE-060503-100","TL"
"sa14273","ZDB-GENE-051120-147","TL"
"sa14274","ZDB-GENE-040625-139","TL"
"sa14276","ZDB-GENE-050324-2","TL"
"sa14277","ZDB-GENE-031113-6","TL"
"sa14279","ZDB-GENE-030910-3","TL"
"sa14280","ZDB-GENE-051101-2","TL"
"sa14281","ZDB-GENE-060503-562","TL"
"sa14282","ZDB-GENE-060130-108","TL"
"sa14283","ZDB-GENE-050302-80","TL"
"sa14284","ZDB-GENE-990604-42","TL"
"sa14285","ZDB-GENE-070705-367","TL"
"sa14286","ZDB-GENE-051127-27","TL"
"sa14287","ZDB-GENE-041010-190","TL"
"sa14288","ZDB-GENE-090313-230","TL"
"sa14291","ZDB-GENE-040426-1790","TL"
"sa14292","ZDB-GENE-040718-32","TL"
"sa14293","ZDB-GENE-030131-2535","TL"
"sa14295","ZDB-GENE-030131-9814","TL"
"sa14296","ZDB-GENE-020418-1","TL"
"sa14297","ZDB-GENE-040702-4","TL"
"sa14299","ZDB-GENE-110411-84","TL"
"sa14300","ZDB-GENE-040704-70","TL"
"sa14302","ZDB-GENE-040718-122","TL"
"sa14304","ZDB-GENE-031116-71","TL"
"sa14305","ZDB-GENE-040912-7","TL"
"sa14306","ZDB-GENE-070817-2","TL"
"sa14307","ZDB-GENE-040426-1064","TL"
"sa14308","ZDB-GENE-040801-189","TL"
"sa14309","ZDB-GENE-030131-2049","TL"
"sa14310","ZDB-GENE-041111-161","TL"
"sa14311","ZDB-GENE-060421-3674","TL"
"sa14312","ZDB-GENE-030131-4546","TL"
"sa14313","ZDB-GENE-041008-208","TL"
"sa14315","ZDB-GENE-030131-2939","TL"
"sa14316","ZDB-GENE-060503-904","TL"
"sa14317","ZDB-GENE-081104-411","TL"
"sa14318","ZDB-GENE-040724-41","TL"
"sa14319","ZDB-GENE-030131-904","TL"
"sa14320","ZDB-GENE-080806-1","TL"
"sa14321","ZDB-GENE-050522-184","TL"
"sa14322","ZDB-GENE-030131-8405","TL"
"sa14323","ZDB-GENE-040801-225","TL"
"sa14324","ZDB-GENE-040718-49","TL"
"sa14325","ZDB-GENE-050522-266","TL"
"sa14326","ZDB-GENE-060531-55","TL"
"sa14327","ZDB-GENE-081022-148","TL"
"sa14328","ZDB-GENE-040305-1","TL"
"sa14329","ZDB-GENE-060421-6632","TL"
"sa14330","ZDB-GENE-050208-382","TL"
"sa14331","ZDB-GENE-030131-5708","TL"
"sa14332","ZDB-GENE-050522-327","TL"
"sa14333","ZDB-GENE-061207-13","TL"
"sa14334","ZDB-GENE-070112-1992","TL"
"sa14335","ZDB-GENE-060825-206","TL"
"sa14336","ZDB-GENE-050913-21","TL"
"sa14337","ZDB-GENE-080220-11","TL"
"sa14338","ZDB-GENE-030131-9864","TL"
"sa14339","ZDB-GENE-041210-264","TL"
"sa14340","ZDB-GENE-030131-8276","TL"
"sa14341","ZDB-GENE-030131-5865","TL"
"sa14343","ZDB-GENE-100917-2","TL"
"sa14344","ZDB-GENE-091204-2","TL"
"sa14345","ZDB-GENE-060531-95","TL"
"sa14347","ZDB-GENE-060929-1166","TL"
"sa14348","ZDB-GENE-060526-202","TL"
"sa14349","ZDB-GENE-050809-136","TL"
"sa14350","ZDB-GENE-030131-9511","TL"
"sa14351","ZDB-GENE-090313-280","TL"
"sa14352","ZDB-GENE-040426-1485","TL"
"sa14353","ZDB-GENE-050411-27","TL"
"sa14354","ZDB-GENE-030131-9651","TL"
"sa14355","ZDB-GENE-050913-21","TL"
"sa14356","ZDB-GENE-080204-110","TL"
"sa14357","ZDB-GENE-991008-17","TL"
"sa14358","ZDB-GENE-060503-140","TL"
"sa14359","ZDB-GENE-030131-9795","TL"
"sa14360","ZDB-GENE-060503-634","TL"
"sa14361","ZDB-GENE-050417-351","TL"
"sa14362","ZDB-GENE-020111-3","TL"
"sa14363","ZDB-GENE-061013-363","TL"
"sa14367","ZDB-GENE-041001-158","TL"
"sa14368","ZDB-GENE-030131-4022","TL"
"sa14369","ZDB-GENE-060504-1","TL"
"sa14370","ZDB-GENE-050208-608","TL"
"sa14371","ZDB-GENE-031104-1","TL"
"sa14372","ZDB-GENE-040426-1600","TL"
"sa14373","ZDB-GENE-040624-2","TL"
"sa14374","ZDB-GENE-040426-1131","TL"
"sa14375","ZDB-GENE-050327-97","TL"
"sa14376","ZDB-GENE-060929-664","TL"
"sa14377","ZDB-GENE-061212-4","TL"
"sa14378","ZDB-GENE-081022-39","TL"
"sa14379","ZDB-GENE-060825-79","TL"
"sa14381","ZDB-GENE-050417-130","TL"
"sa14382","ZDB-GENE-040822-33","TL"
"sa14383","ZDB-GENE-101101-4","TL"
"sa14384","ZDB-GENE-070822-1","TL"
"sa14385","ZDB-GENE-070615-12","TL"
"sa14387","ZDB-GENE-070705-359","TL"
"sa14388","ZDB-GENE-040827-2","TL"
"sa14391","ZDB-GENE-070912-112","TL"
"sa14392","ZDB-GENE-030131-6564","TL"
"sa14393","ZDB-GENE-990603-9","TL"
"sa14394","ZDB-GENE-030721-1","TL"
"sa14395","ZDB-GENE-030131-8778","TL"
"sa14399","ZDB-GENE-000616-4","TL"
"sa14400","ZDB-GENE-070410-117","TL"
"sa14401","ZDB-GENE-030616-413","TL"
"sa14402","ZDB-GENE-060510-4","TL"
"sa14403","ZDB-GENE-030131-6498","TL"
"sa14404","ZDB-GENE-081104-382","TL"
"sa14405","ZDB-GENE-070912-676","TL"
"sa14407","ZDB-GENE-010430-5","TL"
"sa14408","ZDB-GENE-050208-275","TL"
"sa14409","ZDB-GENE-081104-397","TL"
"sa14410","ZDB-GENE-041010-44","TL"
"sa14411","ZDB-GENE-081104-353","TL"
"sa14412","ZDB-GENE-030131-82","TL"
"sa14413","ZDB-GENE-980526-170","TL"
"sa14415","ZDB-GENE-070605-1","TL"
"sa14417","ZDB-GENE-041010-44","TL"
"sa14427","ZDB-GENE-040305-1","TL"
"sa14428","ZDB-GENE-060421-6632","TL"
"Allele","ZFIN ID","Background"
"sa16566","ZDB-GENE-070912-298","TL"
"sa16567","ZDB-GENE-041203-1","TL"
"sa16568","ZDB-GENE-110407-4","TL"
"sa16569","ZDB-GENE-060810-28","TL"
"sa16570","ZDB-GENE-070112-922","TL"
"sa16572","ZDB-GENE-070112-2232","TL"
"sa16573","ZDB-GENE-030131-3208","TL"
"sa16574","ZDB-GENE-041014-243,ZDB-GENE-041014-220","TL"
"sa16575","ZDB-GENE-091118-31,ZDB-GENE-060404-6","TL"
"sa16576","ZDB-GENE-060616-305","TL"
"sa16578","ZDB-GENE-100422-18","TL"
"sa16579","ZDB-GENE-090313-380","TL"
"sa16580","ZDB-GENE-050707-1","TL"
"sa16581","ZDB-GENE-040718-398","TL"
"sa16582","ZDB-GENE-070705-301","TL"
"sa16588","ZDB-GENE-060503-932","TL"
"sa16589","ZDB-GENE-030721-7","TL"
"sa16590","ZDB-GENE-090313-250","TL"
"sa16591","ZDB-GENE-100112-3","TL"
"sa16592","ZDB-GENE-030131-1904","TL"
"sa16594","ZDB-GENE-040426-1196","TL"
"sa16595","ZDB-GENE-100922-266","TL"
"sa16598","ZDB-GENE-060503-681","TL"
"sa16599","ZDB-GENE-040426-1633","TL"
"sa16600","ZDB-GENE-050517-4","TL"
"sa16601","ZDB-GENE-040625-7","TL"
"sa16602","ZDB-GENE-041105-1","TL"
"sa16603","ZDB-GENE-040704-58","TL"
"sa16605","ZDB-GENE-080211-1","TL"
"sa16606","ZDB-GENE-040724-144","TL"
"sa16607","ZDB-GENE-041014-330","TL"
"sa16608","ZDB-GENE-040426-1803","TL"
"sa16609","ZDB-GENE-041008-142","TL"
"sa16610","ZDB-GENE-041114-146","TL"
"sa16612","ZDB-GENE-041210-192","TL"
"sa16613","ZDB-GENE-060503-518","TL"
"sa16614","ZDB-GENE-030131-2773","TL"
"sa16615","ZDB-GENE-990415-246","TL"
"sa16616","ZDB-GENE-080104-7","TL"
"sa16617","ZDB-GENE-040702-2","TL"
"sa16618","ZDB-GENE-100922-243","TL"
"sa16619","ZDB-GENE-070702-5","TL"
"sa16620","ZDB-GENE-060503-693","TL"
"sa16621","ZDB-GENE-110411-266","TL"
"sa16622","ZDB-GENE-030131-8004","TL"
"sa16625","ZDB-GENE-030616-152","TL"
"sa16626","ZDB-GENE-060503-794","TL"
"sa16627","ZDB-GENE-040426-2343","TL"
"sa16628","ZDB-GENE-040426-978","TL"
"sa16629","ZDB-GENE-050913-156","TL"
"sa16630","ZDB-GENE-120215-116","TL"
"sa16631","ZDB-GENE-990415-94","TL"
"sa16632","ZDB-GENE-090312-12","TL"
"sa16633","ZDB-GENE-020530-2","TL"
"sa16634","ZDB-GENE-030131-2748","TL"
"sa16635","ZDB-GENE-030114-6","TL"
"sa16636","ZDB-GENE-030131-5958","TL"
"sa16637","ZDB-GENE-090429-3","TL"
"sa16638","ZDB-GENE-030131-2934","TL"
"sa16640","ZDB-GENE-041014-244","TL"
"sa16641","ZDB-GENE-050417-143","TL"
"sa16642","ZDB-GENE-060531-43","TL"
"sa16643","ZDB-GENE-081107-37","TL"
"sa16644","ZDB-GENE-030131-7499","TL"
"sa16645","ZDB-GENE-050221-2","TL"
"sa16646","ZDB-GENE-070209-134","TL"
"sa16647","ZDB-GENE-030131-2049","TL"
"sa16648","ZDB-GENE-011018-2","TL"
"sa16649","ZDB-GENE-081022-57","TL"
"sa16650","ZDB-GENE-030131-1140","TL"
"sa16651","ZDB-GENE-030131-719","TL"
"sa16652","ZDB-GENE-090807-3","TL"
"sa16653","ZDB-GENE-080723-23","TL"
"sa16655","ZDB-GENE-020531-2","TL"
"sa16656","ZDB-GENE-060825-251","TL"
"sa16657","ZDB-GENE-090424-3","TL"
"sa16659","ZDB-GENE-020905-1","TL"
"sa16660","ZDB-GENE-060526-109","TL"
"sa16661","ZDB-GENE-050531-1","TL"
"sa16662","ZDB-GENE-030728-1","TL"
"sa16664","ZDB-GENE-030131-9765","TL"
"sa16665","ZDB-GENE-061103-289","TL"
"sa16666","ZDB-GENE-030131-6117","TL"
"sa16668","ZDB-GENE-030131-5186","TL"
"sa16669","ZDB-GENE-030616-54","TL"
"sa16671","ZDB-GENE-040912-139","TL"
"sa16672","ZDB-GENE-130603-12","TL"
"sa16673","ZDB-GENE-070912-273","TL"
"sa16674","ZDB-GENE-050522-302","TL"
"sa16675","ZDB-GENE-090812-4","TL"
"sa16676","ZDB-GENE-090514-2","TL"
"sa16677","ZDB-GENE-050327-81","TL"
"sa16678","ZDB-GENE-060421-6581","TL"
"sa16680","ZDB-GENE-000329-10","TL"
"sa16681","ZDB-GENE-060126-7","TL"
"sa16682","ZDB-GENE-040715-5","TL"
"sa16683","ZDB-GENE-060503-369","TL"
"sa16684","ZDB-GENE-060503-351","TL"
"sa16685","ZDB-GENE-070206-10","TL"
"sa16686","ZDB-GENE-030131-1518","TL"
"sa16687","ZDB-GENE-040718-425","TL"
"sa16688","ZDB-GENE-070202-3","TL"
"sa16689","ZDB-GENE-050517-21","TL"
"sa16692","ZDB-GENE-100922-84","TL"
"sa16693","ZDB-GENE-060929-516","TL"
"sa16694","ZDB-GENE-030131-4172","TL"
"sa16695","ZDB-GENE-041001-148","TL"
"sa16696","ZDB-GENE-020107-1","TL"
"sa16697","ZDB-GENE-090313-227","TL"
"sa16699","ZDB-GENE-061207-26","TL"
"sa16700","ZDB-GENE-030131-4265","TL"
"sa16701","ZDB-GENE-070911-3","TL"
"sa16703","ZDB-GENE-030826-14","TL"
"sa16705","ZDB-GENE-081104-526","TL"
"sa16706","ZDB-GENE-040426-2760","TL"
"sa16707","ZDB-GENE-030131-2299","TL"
"sa16708","ZDB-GENE-071125-1","TL"
"sa16710","ZDB-GENE-090608-3","TL"
"sa16712","ZDB-GENE-040801-58","TL"
"sa16713","ZDB-GENE-071218-5,ZDB-GENE-090313-399","TL"
"sa16715","ZDB-GENE-050420-181","TL"
"sa16716","ZDB-GENE-040724-63","TL"
"sa16717","ZDB-GENE-060503-333","TL"
"sa16718","ZDB-GENE-060201-4","TL"
"sa16720","ZDB-GENE-061013-368","TL"
"sa16722","ZDB-GENE-070424-41","TL"
"sa16723","ZDB-GENE-040426-2923","TL"
"sa16724","ZDB-GENE-050417-274","TL"
"sa16725","ZDB-GENE-070912-292","TL"
"sa16726","ZDB-GENE-030131-3595","TL"
"sa16727","ZDB-GENE-060804-2","TL"
"sa16729","ZDB-GENE-030131-5110","TL"
"sa16730","ZDB-GENE-080204-23","TL"
"sa16731","ZDB-GENE-060929-156","TL"
"sa16732","ZDB-GENE-080521-2","TL"
"sa16733","ZDB-GENE-030131-1505","TL"
"sa16734","ZDB-GENE-091204-392","TL"
"sa16735","ZDB-GENE-040426-810","TL"
"sa16738","ZDB-GENE-091204-186","TL"
"sa16739","ZDB-GENE-050913-83","TL"
"sa16741","ZDB-GENE-060929-1098","TL"
"sa16742","ZDB-GENE-040625-80","TL"
"sa16743","ZDB-GENE-000329-5","TL"
"sa16745","ZDB-GENE-040621-2","TL"
"sa16746","ZDB-GENE-040426-2847","TL"
"sa16747","ZDB-GENE-100917-2","TL"
"sa16748","ZDB-GENE-050126-2","TL"
"sa16749","ZDB-GENE-050419-80","TL"
"sa16751","ZDB-GENE-120709-105","TL"
"sa16752","ZDB-GENE-030131-5784","TL"
"sa16754","ZDB-GENE-040426-1894","TL"
"sa16755","ZDB-GENE-030131-2974","TL"
"sa16756","ZDB-GENE-061013-777","TL"
"sa16757","ZDB-GENE-030616-413","TL"
"sa16758","ZDB-GENE-080104-7","TL"
"sa16759","ZDB-GENE-030131-9787","TL"
"sa16760","ZDB-GENE-091112-19","TL"
"sa16761","ZDB-GENE-051201-2","TL"
"sa16762","ZDB-GENE-030131-904","TL"
"sa16763","ZDB-GENE-051120-93","TL"
"sa16764","ZDB-GENE-050420-149","TL"
"sa16765","ZDB-GENE-030131-6124","TL"
"sa16766","ZDB-GENE-040724-223","TL"
"sa16767","ZDB-GENE-030131-1411","TL"
"sa16768","ZDB-GENE-050208-501","TL"
"sa16769","ZDB-GENE-040426-1951","TL"
"sa16771","ZDB-GENE-020122-3","TL"
"sa16773","ZDB-GENE-990415-36","TL"
"sa16774","ZDB-GENE-030131-9770","TL"
"sa16775","ZDB-GENE-030717-2","TL"
"sa16776","ZDB-GENE-011010-3","TL"
"sa16779","ZDB-GENE-060929-990","TL"
"sa16780","ZDB-GENE-040624-12","TL"
"sa16781","ZDB-GENE-061218-1","TL"
"sa16782","ZDB-GENE-040718-44","TL"
"sa16783","ZDB-GENE-030131-1998","TL"
"sa16784","ZDB-GENE-040426-782","TL"
"sa16785","ZDB-GENE-030131-7450","TL"
"sa16786","ZDB-GENE-050208-393","TL"
"sa16787","ZDB-GENE-040426-1205","TL"
"sa16788","ZDB-GENE-121214-221","TL"
"sa16789","ZDB-GENE-030131-5335","TL"
"sa16790","ZDB-GENE-030131-2281","TL"
"sa16791","ZDB-GENE-041010-187","TL"
"sa16792","ZDB-GENE-081105-156","TL"
"sa16793","ZDB-GENE-070912-553","TL"
"sa16794","ZDB-GENE-060628-2","TL"
"sa16796","ZDB-GENE-070424-88","TL"
"sa16797","ZDB-GENE-030131-4532","TL"
"sa16798","ZDB-GENE-040426-1189","TL"
"sa16799","ZDB-GENE-050306-12","TL"
"sa16800","ZDB-GENE-050327-48","TL"
"sa16801","ZDB-GENE-040426-1084","TL"
"sa16802","ZDB-GENE-110411-48","TL"
"sa16804","ZDB-GENE-060929-208","TL"
"sa16805","ZDB-GENE-040426-1528","TL"
"sa16806","ZDB-GENE-030616-583","TL"
"sa16807","ZDB-GENE-041210-183","TL"
"sa16808","ZDB-GENE-990415-153","TL"
"sa16809","ZDB-GENE-070705-73","TL"
"sa16810","ZDB-GENE-110411-113","TL"
"sa16811","ZDB-GENE-070511-1","TL"
"sa16812","ZDB-GENE-980526-255","TL"
"sa16813","ZDB-GENE-030131-1264","TL"
"sa16814","ZDB-GENE-070424-9","TL"
"sa16815","ZDB-GENE-040426-821","TL"
"sa16817","ZDB-GENE-070206-5","TL"
"sa16818","ZDB-GENE-060223-2","TL"
"sa16819","ZDB-GENE-040426-737","TL"
"sa16820","ZDB-GENE-070912-617","TL"
"sa16821","ZDB-GENE-070424-71","TL"
"sa16822","ZDB-GENE-030829-36","TL"
"sa16824","ZDB-GENE-081104-169","TL"
"sa16825","ZDB-GENE-030113-2","TL"
"sa16826","ZDB-GENE-070424-38","TL"
"sa16828","ZDB-GENE-080724-2","TL"
"sa16829","ZDB-GENE-030131-2035","TL"
"sa16830","ZDB-GENE-110411-30","TL"
"sa16832","ZDB-GENE-050522-141","TL"
"sa16833","ZDB-GENE-030131-9732","TL"
"sa16834","ZDB-GENE-041014-367","TL"
"sa16835","ZDB-GENE-030131-2291","TL"
"sa16836","ZDB-GENE-060208-2","TL"
"sa16837","ZDB-GENE-050309-54","TL"
"sa16838","ZDB-GENE-070112-482","TL"
"sa16839","ZDB-GENE-040426-1765","TL"
"sa16840","ZDB-GENE-030131-5188","TL"
"sa16841","ZDB-GENE-030616-413","TL"
"sa16842","ZDB-GENE-091118-9","TL"
"sa16843","ZDB-GENE-040426-2788","TL"
"sa16844","ZDB-GENE-040426-2568","TL"
"sa16845","ZDB-GENE-000329-14","TL"
"sa16846","ZDB-GENE-100922-34","TL"
"sa16847","ZDB-GENE-000616-5","TL"
"sa16848","ZDB-GENE-050320-144","TL"
"sa16849","ZDB-GENE-040426-22","TL"
"sa16850","ZDB-GENE-050522-534","TL"
"sa16851","ZDB-GENE-071004-55","TL"
"sa16852","ZDB-GENE-120727-13","TL"
"sa16853","ZDB-GENE-060825-277","TL"
"sa16854","ZDB-GENE-030131-4022","TL"
"sa16855","ZDB-GENE-060825-162","TL"
"sa16856","ZDB-GENE-980526-68","TL"
"sa16857","ZDB-GENE-040624-7","TL"
"sa16858","ZDB-GENE-041210-177","TL"
"sa16859","ZDB-GENE-070410-49","TL"
"sa16860","ZDB-GENE-041010-219","TL"
"sa16861","ZDB-GENE-030131-928","TL"
"sa16862","ZDB-GENE-060503-925","TL"
"sa16863","ZDB-GENE-070814-7","TL"
"sa16864","ZDB-GENE-060224-1","TL"
"sa16865","ZDB-GENE-060503-862","TL"
"sa16866","ZDB-GENE-061103-253","TL"
"sa16867","ZDB-GENE-040426-1910","TL"
"sa16868","ZDB-GENE-030131-5695","TL"
"sa16870","ZDB-GENE-060503-369","TL"
"sa16871","ZDB-GENE-050327-90","TL"
"sa16872","ZDB-GENE-030131-9823","TL"
"sa16873","ZDB-GENE-090313-160,ZDB-GENE-060503-539","TL"
"sa16874","ZDB-GENE-990415-243","TL"
"sa16875","ZDB-GENE-080917-55","TL"
"sa16876","ZDB-GENE-050417-249","TL"
"sa16878","ZDB-GENE-040718-107","TL"
"sa16879","ZDB-GENE-040718-385","TL"
"sa16880","ZDB-GENE-070112-2032","TL"
"sa16882","ZDB-GENE-990415-171","TL"
"sa16883","ZDB-GENE-090312-128","TL"
"sa16886","ZDB-GENE-041205-1","TL"
"sa16887","ZDB-GENE-121214-346","TL"
"sa16888","ZDB-GENE-100921-1","TL"
"sa16889","ZDB-GENE-040718-44","TL"
"sa16890","ZDB-GENE-081104-358","TL"
"sa16891","ZDB-GENE-030131-3464","TL"
"sa16892","ZDB-GENE-030131-3251","TL"
"sa16893","ZDB-GENE-070912-399","TL"
"sa16894","ZDB-GENE-080204-94","TL"
"sa16895","ZDB-GENE-081105-92","TL"
"sa16896","ZDB-GENE-040426-2217","TL"
"sa16897","ZDB-GENE-120514-2","TL"
"sa16898","ZDB-GENE-030113-2","TL"
"sa16899","ZDB-GENE-091118-70","TL"
"sa16900","ZDB-GENE-070627-13","TL"
"sa16901","ZDB-GENE-030131-6557","TL"
"sa16902","ZDB-GENE-070202-9,ZDB-GENE-101209-2","TL"
"sa16903","ZDB-GENE-071218-4","TL"
"sa16904","ZDB-GENE-050517-42","TL"
"sa16905","ZDB-GENE-070105-3","TL"
"sa16907","ZDB-GENE-060503-90","TL"
"sa16908","ZDB-GENE-030131-7487","TL"
"sa16909","ZDB-GENE-020503-4","TL"
"sa16910","ZDB-GENE-090313-7","TL"
"sa16911","ZDB-GENE-041111-225","TL"
"sa16912","ZDB-GENE-110411-73","TL"
"sa16913","ZDB-GENE-030131-4311","TL"
"sa16917","ZDB-GENE-991026-5","TL"
"sa16918","ZDB-GENE-121214-140","TL"
"sa16919","ZDB-GENE-040426-1717","TL"
"sa16920","ZDB-GENE-040401-2","TL"
"sa16922","ZDB-GENE-121009-2","TL"
"sa16923","ZDB-GENE-081105-114","TL"
"sa16925","ZDB-GENE-091204-458","TL"
"sa16926","ZDB-GENE-990415-86","TL"
"sa16927","ZDB-GENE-070912-83","TL"
"sa16928","ZDB-GENE-001201-3","TL"
"sa16929","ZDB-GENE-030131-9799","TL"
"sa16930","ZDB-GENE-040724-77","TL"
"sa16931","ZDB-GENE-060526-217","TL"
"sa16932","ZDB-GENE-061013-308","TL"
"sa16933","ZDB-GENE-030219-83","TL"
"sa16935","ZDB-GENE-030131-1574","TL"
"sa16937","ZDB-GENE-110411-211,ZDB-GENE-100805-4","TL"
"sa16938","ZDB-GENE-030131-9466","TL"
"sa16940","ZDB-GENE-050419-99","TL"
"sa16941","ZDB-GENE-050208-507","TL"
"sa16942","ZDB-GENE-040630-9","TL"
"sa16943","ZDB-GENE-050105-4","TL"
"sa16944","ZDB-GENE-050320-140","TL"
"sa16945","ZDB-GENE-070822-16","TL"
"sa16948","ZDB-GENE-040426-1324","TL"
"sa16950","ZDB-GENE-081022-110","TL"
"sa16952","ZDB-GENE-070112-502","TL"
"sa16953","ZDB-GENE-041008-127","TL"
"sa16955","ZDB-GENE-110411-52","TL"
"sa16956","ZDB-GENE-060929-998","TL"
"sa16957","ZDB-GENE-040426-1612","TL"
"sa16959","ZDB-GENE-090715-1","TL"
"sa16962","ZDB-GENE-050531-1","TL"
"sa16963","ZDB-GENE-110408-6","TL"
"sa16965","ZDB-GENE-081113-6","TL"
"sa16966","ZDB-GENE-100922-123","TL"
"sa16967","ZDB-GENE-050420-315","TL"
"sa16968","ZDB-GENE-060503-86,ZDB-GENE-991008-6,ZDB-GENE-040801-181","TL"
"sa16969","ZDB-GENE-060503-896","TL"
"sa16970","ZDB-GENE-050522-230,ZDB-GENE-060503-566","TL"
"sa16971","ZDB-GENE-050912-1","TL"
"sa16972","ZDB-GENE-000330-9","TL"
"sa16973","ZDB-GENE-040718-488","TL"
"sa16974","ZDB-GENE-030131-1629","TL"
"sa16975","ZDB-GENE-040309-2","TL"
"sa16977","ZDB-GENE-070606-3","TL"
"sa16978","ZDB-GENE-061103-142","TL"
"sa16980","ZDB-GENE-050208-114","TL"
"sa16981","ZDB-GENE-090313-90","TL"
"sa16982","ZDB-GENE-050420-149","TL"
"sa16983","ZDB-GENE-030131-6059","TL"
"sa16984","ZDB-GENE-010502-1","TL"
"sa16985","ZDB-GENE-000822-6","TL"
"sa16986","ZDB-GENE-030131-8312","TL"
"sa16987","ZDB-GENE-110914-12","TL"
"sa16989","ZDB-GENE-070424-281","TL"
"sa16991","ZDB-GENE-040426-1976","TL"
"sa16993","ZDB-GENE-030826-16","TL"
"sa16994","ZDB-GENE-060126-1","TL"
"sa16995","ZDB-GENE-030131-2182","TL"
"sa16996","ZDB-GENE-040426-2698","TL"
"sa16997","ZDB-GENE-010426-1","TL"
"sa16998","ZDB-GENE-090312-22","TL"
"sa16999","ZDB-GENE-040426-2279","TL"
"sa17001","ZDB-GENE-020708-3","TL"
"sa17002","ZDB-GENE-060929-516","TL"
"sa17003","ZDB-GENE-120215-243","TL"
"sa17004","ZDB-GENE-040715-3","TL"
"sa17005","ZDB-GENE-060929-328","TL"
"sa17006","ZDB-GENE-061207-54","TL"
"sa17007","ZDB-GENE-040724-23","TL"
"sa17008","ZDB-GENE-030131-5345","TL"
"sa17009","ZDB-GENE-120215-134","TL"
"sa17011","ZDB-GENE-040812-4","TL"
"sa17012","ZDB-GENE-001212-5","TL"
"sa17013","ZDB-GENE-030616-362","TL"
"sa17014","ZDB-GENE-100318-3","TL"
"sa17015","ZDB-GENE-050320-124","TL"
"sa17016","ZDB-GENE-041114-99","TL"
"sa17017","ZDB-GENE-030131-8134","TL"
"sa17018","ZDB-GENE-030131-5466","TL"
"sa17019","ZDB-GENE-041014-67","TL"
"sa17022","ZDB-GENE-091204-401","TL"
