"Allele","ZFIN ID","Background"
"sa20714","ZDB-GENE-100921-21","TL"
"sa20721","ZDB-GENE-070209-229","TL"
"sa20737","ZDB-GENE-990415-55","TL"
"sa20739","ZDB-GENE-080218-16",""
"sa20748","ZDB-GENE-980526-144","TL"
"sa20749","ZDB-GENE-030131-774",""
"sa20751","ZDB-GENE-070718-6","TL"
"sa20756","ZDB-GENE-090611-2","TL"
"sa20762","ZDB-GENE-080321-1","TL"
"sa20766","ZDB-GENE-030131-5188",""
"sa20767","ZDB-GENE-061215-17",""
"sa20768","ZDB-GENE-070604-3","TL"
"sa20769","ZDB-GENE-070604-3","TL"
"sa20770","ZDB-GENE-070604-3","TL"
"sa20777","ZDB-GENE-031030-15","TL"
"sa20781","ZDB-GENE-051120-72","TL"
"sa20785","ZDB-GENE-030616-628","TL"
"sa20789","ZDB-GENE-040116-5","TL"
"sa20796","ZDB-GENE-030131-9370","TL"
"sa20801","ZDB-GENE-031125-3","TL"
"sa20810","ZDB-GENE-091204-379","TL"
"sa20811","ZDB-GENE-090915-1","TL"
"sa20812","ZDB-GENE-040426-1113","TL"
"sa20818","ZDB-GENE-081105-141","TL"
"sa20823","ZDB-GENE-061111-1","TL"
"sa20828","ZDB-GENE-040912-155","TL"
"sa20849","ZDB-GENE-060503-425","TL"
"sa20853","ZDB-GENE-080723-70","TL"
"sa20865","ZDB-GENE-001207-3","TL"
"sa20872","ZDB-GENE-040426-1201",""
"sa20875","ZDB-GENE-050307-1",""
"sa20880","ZDB-GENE-050506-136",""
"sa20887","ZDB-GENE-110304-3","TL"
"sa20892","ZDB-GENE-040426-873",""
"sa20895","ZDB-GENE-060503-103","TL"
"sa20909","ZDB-GENE-121031-4","TL"
"sa20910","ZDB-GENE-000831-4",""
"sa20916","ZDB-GENE-030131-3019","TL"
"sa20917","ZDB-GENE-030131-2492","TL"
"sa20930","ZDB-GENE-040426-2775",""
"sa20932","ZDB-GENE-041111-246","TL"
"sa20942","ZDB-GENE-031010-24","TL"
"sa20950","ZDB-GENE-091014-2",""
"sa20953","ZDB-GENE-040724-242",""
"sa20955","ZDB-GENE-030131-3671",""
"sa20957","ZDB-GENE-031114-4",""
"sa20982","ZDB-GENE-031001-2",""
"sa20990","ZDB-GENE-030521-32","TL"
"sa20994","ZDB-GENE-030131-1517",""
"sa20997","ZDB-GENE-070209-95","TL"
"sa21006","ZDB-GENE-030131-9123","TL"
"sa21026","ZDB-GENE-090410-6",""
"sa21031","ZDB-GENE-050417-49","TL"
"sa21032","ZDB-GENE-030520-2",""
"sa21035","ZDB-GENE-051120-165","TL"
"sa21047","ZDB-GENE-040426-2884","TL"
"sa21054","ZDB-GENE-990927-1",""
"sa21062","ZDB-GENE-040426-1075","TL"
"sa21065","ZDB-GENE-040419-1","TL"
"sa21067","ZDB-GENE-080722-44","TL"
"sa21070","ZDB-GENE-060616-298","TL"
"sa21073","ZDB-GENE-071009-2","TL"
"sa21074","ZDB-GENE-030131-2260","TL"
"sa21075","ZDB-GENE-030131-2260","TL"
"sa21079","ZDB-GENE-070112-2342","TL"
"sa21085","ZDB-GENE-021031-1","TL"
"sa21087","ZDB-GENE-040108-3","TL"
"sa21089","ZDB-GENE-041001-54","TL"
"sa21098","ZDB-GENE-080424-5","TL"
"sa21099","ZDB-GENE-080424-5",""
"sa21102","ZDB-GENE-060824-4","TL"
"sa21118","ZDB-GENE-090915-4","TL"
"sa21121","ZDB-GENE-070410-19","TL"
"sa21133","ZDB-GENE-021115-8","TL"
"sa21142","ZDB-GENE-050419-20",""
"sa21159","ZDB-GENE-080204-13","TL"
"sa21162","ZDB-GENE-110411-85","TL"
"sa21168","ZDB-GENE-081104-369","TL"
"sa21184","ZDB-GENE-081104-406","TL"
"sa21200","ZDB-GENE-060208-1",""
"sa21205","ZDB-GENE-050419-194",""
"sa21213","ZDB-GENE-081105-105",""
"sa21215","ZDB-GENE-081105-128","TL"
"sa21231","ZDB-GENE-081105-162","TL"
"sa21232","ZDB-GENE-020809-2",""
"sa21235","ZDB-GENE-081104-165","TL"
"sa21240","ZDB-GENE-050410-16","TL"
"sa21241","ZDB-GENE-030131-9827","TL"
"sa21248","ZDB-GENE-081104-194","TL"
"sa21250","ZDB-GENE-040812-4","TL"
"sa21255","ZDB-GENE-060503-312","TL"
"sa21262","ZDB-GENE-050522-257","TL"
"sa21269","ZDB-GENE-081105-57","TL"
"sa21271","ZDB-GENE-070605-1",""
"sa21276","ZDB-GENE-041210-354",""
"sa21278","ZDB-GENE-031104-2","TL"
"sa21294","ZDB-GENE-030131-7447",""
"sa21297","ZDB-GENE-080220-37","TL"
"sa21301","ZDB-GENE-040426-2811",""
"sa21304","ZDB-GENE-990715-8","TL"
"sa21306","ZDB-GENE-070122-3","TL"
"sa21308","ZDB-GENE-060421-3674","TL"
"sa21313","ZDB-GENE-030424-1",""
"sa21317","ZDB-GENE-040426-2486","TL"
"sa21336","ZDB-GENE-060929-380","TL"
"sa21341","ZDB-GENE-081104-459",""
"sa21352","ZDB-GENE-110411-272",""
"sa21358","ZDB-GENE-081105-115","TL"
"sa21359","ZDB-GENE-091204-448","TL"
"sa21360","ZDB-GENE-091204-448",""
"sa21361","ZDB-GENE-030616-81","TL"
"sa21365","ZDB-GENE-081104-186",""
"sa21369","ZDB-GENE-030131-5484","TL"
"sa21374","ZDB-GENE-030131-2974","TL"
"sa21381","ZDB-GENE-000629-3",""
"sa21385","ZDB-GENE-030131-3165","TL"
"sa21396","ZDB-GENE-081104-237","TL"
"sa21399","ZDB-GENE-051127-31","TL"
"sa21418","ZDB-GENE-990415-116","TL"
"sa21433","ZDB-GENE-100921-8,ZDB-GENE-040801-77","TL"
"sa21438","ZDB-GENE-070725-3",""
"sa21445","ZDB-GENE-070912-146",""
"sa21447","ZDB-GENE-070912-172",""
"sa21458","ZDB-GENE-070912-204","TL"
"sa21461","ZDB-GENE-070912-388","TL"
"sa21465","ZDB-GENE-030219-193",""
"sa21480","ZDB-GENE-081105-14","TL"
"sa21490","ZDB-GENE-090311-22","TL"
"sa21491","ZDB-GENE-090311-22","TL"
"sa21494","ZDB-GENE-070912-500","TL"
"sa21496","ZDB-GENE-041210-222",""
"sa21504","ZDB-GENE-070912-325","TL"
"sa21514","ZDB-GENE-050410-12","TL"
"sa21516","ZDB-GENE-040827-3","TL"
"sa21523","ZDB-GENE-040426-1195","TL"
"sa21527","ZDB-GENE-040329-3",""
"sa21533","ZDB-GENE-061013-214",""
"sa21535","ZDB-GENE-060721-2",""
"sa21539","ZDB-GENE-990706-8","TL"
"sa21544","ZDB-GENE-030131-3553","TL"
"sa21545","ZDB-GENE-080512-2","TL"
"sa21568","ZDB-GENE-030616-413","TL"
"sa21570","ZDB-GENE-030616-413",""
"sa21575","ZDB-GENE-030113-2","TL"
"sa21599","ZDB-GENE-050119-2","TL"
"sa21602","ZDB-GENE-040426-751","TL"
"sa21613","ZDB-GENE-050913-26",""
"sa21615","ZDB-GENE-040718-157",""
"sa21658","ZDB-GENE-040426-2854",""
"sa21659","ZDB-GENE-040426-2854","TL"
"sa21670","ZDB-GENE-040801-220","TL"
"sa21672","ZDB-GENE-040704-12",""
"sa21683","ZDB-GENE-070112-172",""
"sa21685","ZDB-GENE-990603-7","TL"
"sa21695","ZDB-GENE-090112-4",""
"sa21706","ZDB-GENE-091113-61","TL"
"sa21708","ZDB-GENE-080327-15","TL"
"sa21709","ZDB-GENE-050417-338","TL"
"sa21713","ZDB-GENE-050324-2","TL"
"sa21714","ZDB-GENE-091116-12","TL"
"sa21716","ZDB-GENE-041221-1",""
"sa21723","ZDB-GENE-040724-166",""
"sa21725","ZDB-GENE-041014-370","TL"
"sa21735","ZDB-GENE-041210-206",""
"sa21737","ZDB-GENE-080325-1","TL"
"sa21738","ZDB-GENE-030131-9003","TL"
"sa21746","ZDB-GENE-050208-41",""
"sa21747","ZDB-GENE-050208-41",""
"sa21755","ZDB-GENE-070627-13","TL"
"sa21765","ZDB-GENE-030131-5868","TL"
"sa21767","ZDB-GENE-061103-487","TL"
"sa21769","ZDB-GENE-020108-2","TL"
"sa21775","ZDB-GENE-050320-68","TL"
"sa21776","ZDB-GENE-061013-124",""
"sa21779","ZDB-GENE-040912-45","TL"
"sa21780","ZDB-GENE-050809-121","TL"
"sa21781","ZDB-GENE-091118-38","TL"
"sa21785","ZDB-GENE-080425-5","TL"
"sa21787","ZDB-GENE-040426-2847",""
"sa21789","ZDB-GENE-041010-135",""
"sa21795","ZDB-GENE-050417-457","TL"
"sa21797","ZDB-GENE-010426-8","TL"
"sa21800","ZDB-GENE-091204-204","TL"
"sa21813","ZDB-GENE-071125-1","TL"
"sa21814","ZDB-GENE-050920-1","TL"
"sa21815","ZDB-GENE-090313-382",""
"sa21824","ZDB-GENE-040426-1121",""
"sa21826","ZDB-GENE-030131-6325","TL"
"sa21829","ZDB-GENE-000329-17","TL"
"sa21844","ZDB-GENE-050522-352","TL"
"sa21854","ZDB-GENE-060810-93","TL"
"sa21877","ZDB-GENE-061013-164",""
"sa21883","ZDB-GENE-080204-123","TL"
"sa21895","ZDB-GENE-050327-5","TL"
"sa21906","ZDB-GENE-040718-241","TL"
"sa21910","ZDB-GENE-100914-2","TL"
"sa21913","ZDB-GENE-030912-10",""
"sa21916","ZDB-GENE-030131-6318","TL"
"sa21928","ZDB-GENE-060711-1","TL"
"sa21934","ZDB-GENE-120314-2","TL"
"sa21938","ZDB-GENE-081022-110","TL"
"sa21958","ZDB-GENE-050522-197",""
"sa21970","ZDB-GENE-061103-547","TL"
"sa21990","ZDB-GENE-121214-224",""
"sa21993","ZDB-GENE-030131-8462","TL"
"sa22000","ZDB-GENE-051113-188",""
"sa22002","ZDB-GENE-040426-2299","TL"
"sa22006","ZDB-GENE-040426-2222","TL"
"sa22011","ZDB-GENE-121214-354","TL"
"sa22025","ZDB-GENE-050309-17","TL"
"sa22026","ZDB-GENE-050214-1","TL"
"sa22027","ZDB-GENE-050214-1","TL"
"sa22032","ZDB-GENE-060621-2",""
"sa22033","ZDB-GENE-080204-66","TL"
"sa22038","ZDB-GENE-991123-12",""
"sa22041","ZDB-GENE-121214-117",""
"sa22042","ZDB-GENE-080515-7","TL"
"sa22043","ZDB-GENE-040704-70","TL"
"sa22044","ZDB-GENE-030131-904","TL"
"sa22050","ZDB-GENE-000208-9","TL"
"sa22051","ZDB-GENE-000208-9",""
"sa22052","ZDB-GENE-041229-2","TL"
"sa22061","ZDB-GENE-081222-2",""
"sa22063","ZDB-GENE-111115-1","TL"
"sa22070","ZDB-GENE-120406-2","TL"
"sa22088","ZDB-GENE-060810-103","TL"
"sa22090","ZDB-GENE-100318-4",""
"sa22091","ZDB-GENE-100318-4","TL"
"sa22092","ZDB-GENE-100318-4","TL"
"sa22093","ZDB-GENE-100318-4",""
"sa22099","ZDB-GENE-061103-70","TL"
"sa22103","ZDB-GENE-040912-150",""
"sa22105","ZDB-GENE-080415-3","TL"
"sa22109","ZDB-GENE-041008-127","TL"
"sa22121","ZDB-GENE-040625-90","TL"
"sa22123","ZDB-GENE-130603-38",""
"sa22128","ZDB-GENE-100318-3","TL"
"sa22139","ZDB-GENE-101026-2","TL"
"sa22140","ZDB-GENE-130531-49",""
"sa22141","ZDB-GENE-110420-5","TL"
"sa22149","ZDB-GENE-040924-2","TL"
"sa22154","ZDB-GENE-040426-1740","TL"
"sa22155","ZDB-GENE-130603-43","TL"
"sa22191","ZDB-GENE-040426-1523",""
"sa22204","ZDB-GENE-040426-2568",""
"sa22219","ZDB-GENE-081107-33","TL"
"sa22221","ZDB-GENE-030131-4078","TL"
"sa22223","ZDB-GENE-010319-27",""
"sa22224","ZDB-GENE-081107-41","TL"
"sa22229","ZDB-GENE-030131-2527","TL"
"sa22231","ZDB-GENE-030131-5284",""
"sa22238","ZDB-GENE-050517-41","TL"
"sa22243","ZDB-GENE-090312-109",""
"sa22244","ZDB-GENE-030131-3208","TL"
"sa22250","ZDB-GENE-090313-184","TL"
"sa22253","ZDB-GENE-030131-6232","TL"
"sa22255","ZDB-GENE-980526-304",""
"sa22285","ZDB-GENE-090312-188","TL"
"sa22288","ZDB-GENE-040618-3","TL"
"sa22289","ZDB-GENE-030616-565",""
"sa22296","ZDB-GENE-080815-3",""
"sa22300","ZDB-GENE-030616-558","TL"
"sa22303","ZDB-GENE-041111-194",""
"sa22308","ZDB-GENE-070410-24","TL"
"sa22309","ZDB-GENE-040718-255","TL"
"sa22315","ZDB-GENE-021021-2","TL"
"sa22320","ZDB-GENE-080723-16","TL"
"sa22330","ZDB-GENE-070228-1",""
"sa22334","ZDB-GENE-090313-87","TL"
"sa22337","ZDB-GENE-050522-51",""
"sa22356","ZDB-GENE-071218-5,ZDB-GENE-090313-399","TL"
"sa22357","ZDB-GENE-071218-5,ZDB-GENE-090313-399","TL"
"sa22365","ZDB-GENE-090313-346,ZDB-GENE-090313-347","TL"
"sa22375","ZDB-GENE-000210-25","TL"
"sa22377","ZDB-GENE-040806-3","TL"
"sa22386","ZDB-GENE-050301-2",""
"sa22406","ZDB-GENE-070626-3",""
"sa22410","ZDB-GENE-041118-7","TL"
"sa22413","ZDB-GENE-030805-2","TL"
"sa22415","ZDB-GENE-030616-605","TL"
"sa22420","ZDB-GENE-030131-9826","TL"
"sa22422","ZDB-GENE-030826-26",""
"sa22437","ZDB-GENE-030131-263",""
"sa22461","ZDB-GENE-020731-6",""
"sa22477","ZDB-GENE-030616-40","TL"
"sa22480","ZDB-GENE-030131-9",""
"sa22487","ZDB-GENE-030131-73","TL"
"sa22489","ZDB-GENE-030131-8719",""
"sa22491","ZDB-GENE-050410-11",""
"sa22517","ZDB-GENE-020125-3,ZDB-GENE-020125-1","TL"
"sa22522","ZDB-GENE-990714-27","TL"
"sa22524","ZDB-GENE-080723-63","TL"
"sa22526","ZDB-GENE-081027-3","TL"
"sa22528","ZDB-GENE-041212-75","TL"
"sa22533","ZDB-GENE-080804-1","TL"
"sa22551","ZDB-GENE-070127-1",""
"sa22552","ZDB-GENE-030131-6959","TL"
"sa22560","ZDB-GENE-110411-261","TL"
"sa22563","ZDB-GENE-030131-2123",""
"sa22565","ZDB-GENE-060623-19",""
"sa22570","ZDB-GENE-060929-136","TL"
"sa22587","ZDB-GENE-040809-1","TL"
"sa22591","ZDB-GENE-080506-3","TL"
"sa22598","ZDB-GENE-030131-2035","TL"
"sa22600","ZDB-GENE-080722-13",""
"sa22615","ZDB-GENE-070806-46",""
"sa22617","ZDB-GENE-060503-729","TL"
"sa22619","ZDB-GENE-121214-363","TL"
"sa22623","ZDB-GENE-030131-3529","TL"
"sa22625","ZDB-GENE-000210-10","TL"
"sa22631","ZDB-GENE-080204-36","TL"
"sa22636","ZDB-GENE-021119-2",""
"sa22644","ZDB-GENE-030131-1715",""
"sa22645","ZDB-GENE-080423-1","TL"
"sa22659","ZDB-GENE-081107-11",""
"sa22661","ZDB-GENE-040426-744","TL"
"sa22667","ZDB-GENE-061013-179","TL"
"sa22669","ZDB-GENE-040723-8",""
"sa22676","ZDB-GENE-010308-10",""
"sa22682","ZDB-GENE-060510-3",""
"sa22683","ZDB-GENE-060510-3","TL"
"sa22686","ZDB-GENE-030131-5697",""
"sa22692","ZDB-GENE-030131-6321","TL"
"sa22694","ZDB-GENE-050601-2",""
"sa22700","ZDB-GENE-030131-4787",""
"sa22710","ZDB-GENE-060503-67","TL"
"sa22743","ZDB-GENE-100921-55","TL"
"sa22747","ZDB-GENE-030717-1","TL"
"sa22748","ZDB-GENE-081027-4","TL"
"sa22752","ZDB-GENE-040718-84",""
"sa22753","ZDB-GENE-030131-6186","TL"
"sa22760","ZDB-GENE-030131-3848","TL"
"sa22776","ZDB-GENE-040426-2680",""
"sa22780","ZDB-GENE-100921-51","TL"
"sa22781","ZDB-GENE-100920-7","TL"
"sa22783","ZDB-GENE-100922-274","TL"
"sa22791","ZDB-GENE-050306-2",""
"sa22795","ZDB-GENE-070103-5,ZDB-GENE-100922-112","TL"
"sa22797","ZDB-GENE-100922-98","TL"
"sa22803","ZDB-GENE-030131-4755","TL"
"sa22808","ZDB-GENE-100922-8","TL"
"sa22815","ZDB-GENE-070628-1","TL"
"sa22816","ZDB-GENE-050506-35","TL"
"sa22818","ZDB-GENE-050506-35",""
"sa22823","ZDB-GENE-030131-2474","TL"
"sa22831","ZDB-GENE-030131-8599","TL"
"sa22838","ZDB-GENE-030131-1046","TL"
"sa22843","ZDB-GENE-050923-1",""
"sa22878","ZDB-GENE-090806-2","TL"
"sa22883","ZDB-GENE-081022-39","TL"
"sa22884","ZDB-GENE-081022-39",""
"sa22895","ZDB-GENE-121116-1","TL"
"sa22904","ZDB-GENE-030131-4482",""
"sa22907","ZDB-GENE-030131-8638",""
"sa22913","ZDB-GENE-100922-266","TL"
"sa22914","ZDB-GENE-040426-1436",""
"sa22916","ZDB-GENE-030131-2638",""
"sa22919","ZDB-GENE-031018-3","TL"
"sa22923","ZDB-GENE-060503-688",""
"sa22924","ZDB-GENE-100922-251",""
"sa22929","ZDB-GENE-041010-32",""
"sa22932","ZDB-GENE-040426-838","TL"
"sa22937","ZDB-GENE-040809-2",""
"sa22943","ZDB-GENE-030131-6269",""
"sa22956","ZDB-GENE-110411-115","TL"
"sa22957","ZDB-GENE-030131-6559","TL"
"sa22968","ZDB-GENE-040426-2097","TL"
"sa22969","ZDB-GENE-070318-1",""
"sa22974","ZDB-GENE-071004-54","TL"
"sa22977","ZDB-GENE-071004-54","TL"
"sa22986","ZDB-GENE-081022-92","TL"
"sa23005","ZDB-GENE-041111-230","TL"
"sa23007","ZDB-GENE-040520-3","TL"
"sa23016","ZDB-GENE-080806-1","TL"
"sa23032","ZDB-GENE-070521-1","TL"
"sa23035","ZDB-GENE-080401-5",""
"sa23038","ZDB-GENE-090306-3",""
"sa23040","ZDB-GENE-040426-2709","TL"
"sa23042","ZDB-GENE-040426-2115","TL"
"sa23043","ZDB-GENE-020426-1",""
"sa23045","ZDB-GENE-080718-6","TL"
"sa23055","ZDB-GENE-040801-209",""
"sa23063","ZDB-GENE-091202-7","TL"
"sa23076","ZDB-GENE-040426-2846",""
"sa23093","ZDB-GENE-060810-90",""
"sa23095","ZDB-GENE-030131-7828","TL"
"sa23108","ZDB-GENE-030821-2","TL"
"sa23118","ZDB-GENE-030616-262","TL"
"sa23123","ZDB-GENE-980526-397","TL"
"sa23128","ZDB-GENE-030131-8871","TL"
"sa23130","ZDB-GENE-041014-170","TL"
"sa23137","ZDB-GENE-080709-4","TL"
"sa23154","ZDB-GENE-091110-2","TL"
"sa23156","ZDB-GENE-050417-299","TL"
"sa23164","ZDB-GENE-040718-360","TL"
"sa23173","ZDB-GENE-040912-97",""
"sa23182","ZDB-GENE-070709-1","TL"
"sa23201","ZDB-GENE-081031-89,ZDB-GENE-070912-113","TL"
"sa23202","ZDB-GENE-040426-2361","TL"
"sa23208","ZDB-GENE-060825-255","TL"
"sa23212","ZDB-GENE-050419-93","TL"
"sa23215","ZDB-GENE-030131-8615",""
"sa23218","ZDB-GENE-070705-443","TL"
"sa23234","ZDB-GENE-040704-15",""
"sa23237","ZDB-GENE-991209-6","TL"
"sa23239","ZDB-GENE-030131-7997","TL"
"sa23242","ZDB-GENE-050420-347","TL"
"sa23250","ZDB-GENE-030131-1144","TL"
"sa23253","ZDB-GENE-060503-286",""
"sa23256","ZDB-GENE-070705-244","TL"
"sa23261","ZDB-GENE-030131-2887","TL"
"sa23262","ZDB-GENE-060503-47","TL"
"sa23264","ZDB-GENE-070410-15",""
"sa23272","ZDB-GENE-990415-46",""
"sa23279","ZDB-GENE-041111-310","TL"
"sa23282","ZDB-GENE-050419-246","TL"
"sa23285","ZDB-GENE-050419-37","TL"
"sa23289","ZDB-GENE-050517-20","TL"
"sa23290","ZDB-GENE-050419-217",""
"sa23297","ZDB-GENE-030131-6225","TL"
"sa23315","ZDB-GENE-050419-117","TL"
"sa23321","ZDB-GENE-030616-408","TL"
"sa23322","ZDB-GENE-030131-9569","TL"
"sa23324","ZDB-GENE-100721-9","TL"
"sa23330","ZDB-GENE-060503-735","TL"
"sa23332","ZDB-GENE-060503-77,ZDB-GENE-060503-264","TL"
"sa23344","ZDB-GENE-040426-2432","TL"
"sa23352","ZDB-GENE-050419-204","TL"
"sa23355","ZDB-GENE-041027-2",""
"sa23363","ZDB-GENE-030131-5453",""
"sa23369","ZDB-GENE-070912-84","TL"
"sa23371","ZDB-GENE-021115-4","TL"
"sa23372","ZDB-GENE-030131-6496","TL"
"sa23373","ZDB-GENE-061207-30","TL"
"sa23378","ZDB-GENE-030131-5790","TL"
"sa23388","ZDB-GENE-120215-81","TL"
"sa23391","ZDB-GENE-050522-329","TL"
"sa23398","ZDB-GENE-080401-4","TL"
"sa23402","ZDB-GENE-080219-9","TL"
"sa23410","ZDB-GENE-041007-3","TL"
"sa23426","ZDB-GENE-050417-363,ZDB-GENE-991110-22","TL"
"sa23430","ZDB-GENE-081104-209","TL"
"sa23431","ZDB-GENE-081104-209","TL"
"sa23433","ZDB-GENE-120214-29","TL"
"sa23435","ZDB-GENE-060503-136",""
"sa23439","ZDB-GENE-100921-70","TL"
"sa23448","ZDB-GENE-060503-376","TL"
"sa23452","ZDB-GENE-060503-896",""
"sa23453","ZDB-GENE-060503-896","TL"
"sa23455","ZDB-GENE-030131-5838","TL"
"sa23460","ZDB-GENE-040113-1","TL"
"sa23488","ZDB-GENE-060130-5","TL"
"sa23490","ZDB-GENE-030131-6124",""
"sa23494","ZDB-GENE-010430-2","TL"
"sa23501","ZDB-GENE-050522-556",""
"sa23509","ZDB-GENE-030131-2552","TL"
"sa23511","ZDB-GENE-030131-8984","TL"
"sa23519","ZDB-GENE-060503-789","TL"
"sa23523","ZDB-GENE-060503-582","TL"
"sa23525","ZDB-GENE-060503-363","TL"
"sa23526","ZDB-GENE-060503-84","TL"
"sa23528","ZDB-GENE-110106-2","TL"
"sa23538","ZDB-GENE-060503-183",""
"sa23545","ZDB-GENE-030827-4","TL"
"sa23553","ZDB-GENE-030425-2","TL"
"sa23557","ZDB-GENE-060503-759","TL"
"sa23561","ZDB-GENE-040426-2069","TL"
"sa23563","ZDB-GENE-060503-55","TL"
"sa23564","ZDB-GENE-060503-525","TL"
"sa23565","ZDB-GENE-030131-3606",""
"sa23579","ZDB-GENE-060503-41","TL"
"sa23581","ZDB-GENE-030724-1","TL"
"sa23588","ZDB-GENE-040801-23","TL"
"sa23593","ZDB-GENE-030131-6729",""
"sa23597","ZDB-GENE-060503-63","TL"
"sa23614","ZDB-GENE-040724-213","TL"
"sa23616","ZDB-GENE-080204-25",""
"sa23617","ZDB-GENE-040819-2",""
"sa23618","ZDB-GENE-040724-144","TL"
"sa23619","ZDB-GENE-040724-144",""
"sa23624","ZDB-GENE-040724-82","TL"
"sa23627","ZDB-GENE-080204-43",""
"sa23650","ZDB-GENE-040724-173",""
"sa23661","ZDB-GENE-030131-5884","TL"
"sa23672","ZDB-GENE-030904-7",""
"sa23675","ZDB-GENE-011128-3",""
"sa23680","ZDB-GENE-041014-149,ZDB-GENE-041014-148,ZDB-GENE-041001-109","TL"
"sa23681","ZDB-GENE-041014-149,ZDB-GENE-041014-148,ZDB-GENE-041001-109","TL"
"sa23682","ZDB-GENE-030131-4212","TL"
"sa23685","ZDB-GENE-030131-9439","TL"
"sa23700","ZDB-GENE-030131-3745","TL"
"sa23706","ZDB-GENE-041001-159","TL"
"sa23709","ZDB-GENE-040120-1","TL"
"sa23718","ZDB-GENE-130603-12","TL"
"sa23719","ZDB-GENE-041001-118","TL"
"sa23722","ZDB-GENE-041001-127","TL"
"sa23727","ZDB-GENE-030131-3275","TL"
"sa23728","ZDB-GENE-030131-3275",""
"sa23734","ZDB-GENE-041210-332",""
"sa23735","ZDB-GENE-030131-7778",""
"sa23739","ZDB-GENE-041001-161","TL"
"sa23740","ZDB-GENE-040808-27","TL"
"sa23747","ZDB-GENE-041014-367",""
"sa23751","ZDB-GENE-110107-2","TL"
"sa23755","ZDB-GENE-041014-323","TL"
"sa23773","ZDB-GENE-040718-487",""
"sa23792","ZDB-GENE-041014-300",""
"sa23800","ZDB-GENE-060503-472",""
"sa23805","ZDB-GENE-040426-2286","TL"
"sa23807","ZDB-GENE-040426-2024","TL"
"sa23814","ZDB-GENE-120215-116","TL"
"sa23817","ZDB-GENE-090908-5",""
"sa23818","ZDB-GENE-041124-2","TL"
"sa23828","ZDB-GENE-030616-420","TL"
"sa23829","ZDB-GENE-040426-2085",""
"sa23836","ZDB-GENE-050327-90",""
"sa23844","ZDB-GENE-091116-14","TL"
"sa23864","ZDB-GENE-050809-88","TL"
"sa23872","ZDB-GENE-070424-16","TL"
"sa23878","ZDB-GENE-051113-60","TL"
"sa23881","ZDB-GENE-051113-60","TL"
"sa23887","ZDB-GENE-070112-1222",""
"sa23890","ZDB-GENE-040801-85","TL"
"sa23911","ZDB-GENE-040426-1358",""
"sa23917","ZDB-GENE-091118-74",""
"sa23918","ZDB-GENE-070806-98","TL"
"sa23923","ZDB-GENE-091110-4","TL"
"sa23925","ZDB-GENE-030131-7197","TL"
"sa23928","ZDB-GENE-030131-8077","TL"
"sa23930","ZDB-GENE-040724-114",""
"sa23939","ZDB-GENE-071022-2",""
"sa23942","ZDB-GENE-061103-613",""
"sa23947","ZDB-GENE-030131-7949","TL"
"sa23953","ZDB-GENE-030131-4145","TL"
"sa23959","ZDB-GENE-091204-250","TL"
"sa23971","ZDB-GENE-040426-787","TL"
"sa23972","ZDB-GENE-041114-206",""
"sa23975","ZDB-GENE-091204-81","TL"
"sa23982","ZDB-GENE-060503-100","TL"
"sa23993","ZDB-GENE-060307-1","TL"
"sa23995","ZDB-GENE-040924-7","TL"
"sa24002","ZDB-GENE-091118-8","TL"
"sa24009","ZDB-GENE-060312-34",""
"sa24016","ZDB-GENE-070112-1472","TL"
"sa24036","ZDB-GENE-060810-52","TL"
"sa24038","ZDB-GENE-040426-1533",""
"sa24040","ZDB-GENE-040426-1517","TL"
"sa24051","ZDB-GENE-050420-11","TL"
"sa24054","ZDB-GENE-071004-118","TL"
"sa24069","ZDB-GENE-080204-29",""
"sa24071","ZDB-GENE-030131-1835","TL"
"sa24087","ZDB-GENE-050208-492","TL"
"sa24105","ZDB-GENE-050208-654",""
"sa24106","ZDB-GENE-030131-9643",""
"sa24115","ZDB-GENE-060503-64","TL"
"sa24116","ZDB-GENE-051120-147","TL"
"sa24119","ZDB-GENE-990415-139",""
"sa24126","ZDB-GENE-050327-19","TL"
"sa24135","ZDB-GENE-030616-129",""
"sa24148","ZDB-GENE-030131-5841","TL"
"sa24152","ZDB-GENE-050208-348","TL"
"sa24156","ZDB-GENE-050208-583",""
"sa24157","ZDB-GENE-040426-2734","TL"
"sa24160","ZDB-GENE-050522-195,ZDB-GENE-030131-469",""
"sa24167","ZDB-GENE-041114-123",""
"sa24171","ZDB-GENE-050208-620","TL"
"sa24173","ZDB-GENE-050208-382",""
"sa24183","ZDB-GENE-001201-6","TL"
"sa24185","ZDB-GENE-040426-972",""
"sa24190","ZDB-GENE-050522-84","TL"
"sa24194","ZDB-GENE-030721-1",""
"sa24208","ZDB-GENE-100624-1","TL"
"sa24209","ZDB-GENE-030722-4","TL"
"sa24217","ZDB-GENE-100922-67","TL"
"sa24226","ZDB-GENE-050208-612",""
"sa24235","ZDB-GENE-100922-143","TL"
"sa24255","ZDB-GENE-980526-340","TL"
"sa24256","ZDB-GENE-090313-72","TL"
"sa24268","ZDB-GENE-090312-163","TL"
"sa24269","ZDB-GENE-090312-61,ZDB-GENE-050309-283","TL"
"sa24279","ZDB-GENE-090313-372","TL"
"sa24281","ZDB-GENE-061009-32","TL"
"sa24288","ZDB-GENE-040718-350",""
"sa24292","ZDB-GENE-030327-5","TL"
